"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Portland-South Portland-Biddeford, ME","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","524.0","234.0","290.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","57.0","26.0","31.0","-"
"25 to 34 years","144.0","61.0","83.0","-"
"35 to 44 years","156.0","74.0","82.0","-"
"45 to 54 years","84.0","44.0","40.0","-"
"55 to 64 years","55.0","18.0","37.0","-"
"65 years and over","28.0","11.0","17.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","109.0","62.0","47.0","-"
"Married","340.0","147.0","193.0","-"
"Other","75.0","25.0","50.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","88.0","41.0","47.0","-"
"Service occupations","60.0","27.0","33.0","-"
"Sales and office occupations","22.0","11.0","11.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","8.0","8.0","-","-"
"Production, transportation, and material moving occupations","78.0","36.0","42.0","-"
"Military","4.0","4.0","-","-"
"No occupation/not working outside home","243.0","100.0","143.0","-"
"Homemakers","D","-","D","-"
"Students or children","68.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","167.0","69.0","98.0","-"
"Unknown","21.0","7.0","14.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","10.0","5.0","5.0","-"
"Albania","7.0","4.0","3.0","-"
"Bosnia and Herzegovina","7.0","D","D","-"
"Brazil","9.0","6.0","3.0","-"
"Bulgaria","10.0","5.0","5.0","-"
"Cambodia","32.0","10.0","22.0","-"
"Canada","22.0","10.0","12.0","-"
"China","20.0","9.0","11.0","-"
"Congo, Democratic Republic of the","10.0","7.0","3.0","-"
"Dominican Republic","10.0","6.0","4.0","-"
"India","22.0","11.0","11.0","-"
"Jamaica","7.0","D","D","-"
"Philippines","21.0","5.0","16.0","-"
"Romania","9.0","-","9.0","-"
"Russia","12.0","3.0","9.0","-"
"Somalia","70.0","31.0","39.0","-"
"Sudan","48.0","27.0","21.0","-"
"Thailand","8.0","4.0","4.0","-"
"United Kingdom","13.0","9.0","4.0","-"
"Vietnam","32.0","11.0","21.0","-"
"Other","145.0","67.0","78.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
