"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Kapaa, HI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","111.0","47.0","64.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","13.0","9.0","4.0","-"
"25 to 34 years","35.0","12.0","23.0","-"
"35 to 44 years","33.0","15.0","18.0","-"
"45 to 54 years","21.0","7.0","14.0","-"
"55 to 64 years","D","4.0","D","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","26.0","D","D","-"
"Married","77.0","27.0","50.0","-"
"Other","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","26.0","10.0","16.0","-"
"Service occupations","29.0","14.0","15.0","-"
"Sales and office occupations","16.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","25.0","9.0","16.0","-"
"Homemakers","D","-","D","-"
"Students or children","10.0","3.0","7.0","-"
"Retirees","D","-","D","-"
"Unemployed","11.0","6.0","5.0","-"
"Unknown","5.0","3.0","2.0","-"
"","","","",""
"Leading countries of birth","","","",""
"American Samoa","D","D","D","-"
"Angola","D","D","-","-"
"Bangladesh","D","D","-","-"
"Brazil","5.0","D","D","-"
"Canada","4.0","D","D","-"
"China","D","-","D","-"
"Colombia","D","-","D","-"
"Finland","D","-","D","-"
"France","3.0","-","3.0","-"
"Greece","D","D","-","-"
"Hungary","D","D","-","-"
"India","D","-","D","-"
"Indonesia","D","-","D","-"
"Japan","5.0","-","5.0","-"
"Mexico","3.0","D","D","-"
"Philippines","62.0","30.0","32.0","-"
"Sweden","D","D","D","-"
"Thailand","3.0","D","D","-"
"Tonga","D","-","D","-"
"United Kingdom","D","-","D","-"
"Other","9.0","5.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
