"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Shreveport-Bossier City, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","146.0","63.0","83.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","D","D","-"
"25 to 34 years","50.0","21.0","29.0","-"
"35 to 44 years","42.0","17.0","25.0","-"
"45 to 54 years","21.0","D","D","-"
"55 to 64 years","14.0","7.0","7.0","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","35.0","19.0","16.0","-"
"Married","94.0","35.0","59.0","-"
"Other","17.0","9.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","45.0","21.0","24.0","-"
"Service occupations","22.0","8.0","14.0","-"
"Sales and office occupations","14.0","6.0","8.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","14.0","8.0","6.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","34.0","8.0","26.0","-"
"Homemakers","8.0","-","8.0","-"
"Students or children","17.0","8.0","9.0","-"
"Retirees","-","-","-","-"
"Unemployed","9.0","-","9.0","-"
"Unknown","11.0","6.0","5.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","D","-"
"Belgium","3.0","-","3.0","-"
"Bulgaria","D","D","D","-"
"Canada","5.0","D","D","-"
"China","8.0","D","D","-"
"Costa Rica","D","D","-","-"
"Ecuador","D","-","D","-"
"Egypt","4.0","D","D","-"
"Ethiopia","4.0","D","D","-"
"India","8.0","4.0","4.0","-"
"Israel","3.0","3.0","-","-"
"Jordan","3.0","D","D","-"
"Korea, South","5.0","D","D","-"
"Macedonia","3.0","D","D","-"
"Mexico","14.0","7.0","7.0","-"
"Pakistan","6.0","3.0","3.0","-"
"Peru","4.0","D","D","-"
"Philippines","10.0","D","D","-"
"Russia","3.0","D","D","-"
"Vietnam","14.0","5.0","9.0","-"
"Other","41.0","18.0","23.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
