"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Ogden-Clearfield, UT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","432.0","189.0","243.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","44.0","22.0","22.0","-"
"25 to 34 years","120.0","46.0","74.0","-"
"35 to 44 years","133.0","58.0","75.0","-"
"45 to 54 years","68.0","32.0","36.0","-"
"55 to 64 years","43.0","19.0","24.0","-"
"65 years and over","24.0","12.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","60.0","38.0","22.0","-"
"Married","329.0","142.0","187.0","-"
"Other","43.0","9.0","34.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","82.0","43.0","39.0","-"
"Service occupations","39.0","D","D","-"
"Sales and office occupations","38.0","12.0","26.0","-"
"Farming, fishing, and forestry occupations","D","D","D","-"
"Construction, extraction, maintenance and repair occupations","13.0","13.0","-","-"
"Production, transportation, and material moving occupations","85.0","49.0","36.0","-"
"Military","D","-","D","-"
"No occupation/not working outside home","117.0","35.0","82.0","-"
"Homemakers","32.0","-","32.0","-"
"Students or children","59.0","23.0","36.0","-"
"Retirees","8.0","5.0","3.0","-"
"Unemployed","18.0","7.0","11.0","-"
"Unknown","53.0","24.0","29.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","9.0","D","D","-"
"Brazil","13.0","D","D","-"
"Canada","15.0","6.0","9.0","-"
"China","8.0","D","D","-"
"Colombia","7.0","3.0","4.0","-"
"El Salvador","13.0","6.0","7.0","-"
"Germany","12.0","4.0","8.0","-"
"Guatemala","10.0","4.0","6.0","-"
"Japan","5.0","D","D","-"
"Korea, South","10.0","D","D","-"
"Laos","6.0","D","D","-"
"Mexico","135.0","76.0","59.0","-"
"Pakistan","8.0","4.0","4.0","-"
"Peru","15.0","5.0","10.0","-"
"Philippines","31.0","10.0","21.0","-"
"Russia","5.0","D","D","-"
"South Africa","7.0","3.0","4.0","-"
"Thailand","14.0","3.0","11.0","-"
"United Kingdom","12.0","6.0","6.0","-"
"Vietnam","10.0","4.0","6.0","-"
"Other","87.0","40.0","47.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
