"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Akron, OH","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","487.0","211.0","276.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","49.0","27.0","22.0","-"
"25 to 34 years","124.0","39.0","85.0","-"
"35 to 44 years","147.0","72.0","75.0","-"
"45 to 54 years","84.0","48.0","36.0","-"
"55 to 64 years","50.0","15.0","35.0","-"
"65 years and over","33.0","10.0","23.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","86.0","48.0","38.0","-"
"Married","350.0","149.0","201.0","-"
"Other","51.0","14.0","37.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","138.0","71.0","67.0","-"
"Service occupations","35.0","9.0","26.0","-"
"Sales and office occupations","28.0","13.0","15.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","8.0","8.0","-","-"
"Production, transportation, and material moving occupations","55.0","28.0","27.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","121.0","33.0","88.0","-"
"Homemakers","21.0","-","21.0","-"
"Students or children","53.0","19.0","34.0","-"
"Retirees","7.0","D","D","-"
"Unemployed","40.0","D","D","-"
"Unknown","102.0","49.0","53.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","41.0","21.0","20.0","-"
"Burma","19.0","12.0","7.0","-"
"Canada","20.0","9.0","11.0","-"
"China","23.0","10.0","13.0","-"
"Croatia","19.0","10.0","9.0","-"
"Germany","14.0","5.0","9.0","-"
"Ghana","6.0","D","D","-"
"India","93.0","44.0","49.0","-"
"Korea, South","6.0","D","D","-"
"Laos","6.0","D","D","-"
"Liberia","9.0","3.0","6.0","-"
"Mexico","7.0","3.0","4.0","-"
"Philippines","10.0","D","D","-"
"Russia","17.0","4.0","13.0","-"
"Serbia and Montenegro","9.0","6.0","3.0","-"
"Sri Lanka","7.0","4.0","3.0","-"
"Taiwan","8.0","3.0","5.0","-"
"Ukraine","10.0","5.0","5.0","-"
"United Kingdom","13.0","5.0","8.0","-"
"Vietnam","10.0","D","D","-"
"Other","140.0","57.0","83.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
