"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Las Vegas-Paradise, NV","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","5724.0","2642.0","3082.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","402.0","174.0","228.0","-"
"25 to 34 years","1642.0","715.0","927.0","-"
"35 to 44 years","1790.0","868.0","922.0","-"
"45 to 54 years","1002.0","465.0","537.0","-"
"55 to 64 years","556.0","275.0","281.0","-"
"65 years and over","332.0","145.0","187.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","1181.0","672.0","509.0","-"
"Married","3573.0","1599.0","1974.0","-"
"Other","970.0","371.0","599.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","1220.0","568.0","652.0","-"
"Service occupations","1350.0","611.0","739.0","-"
"Sales and office occupations","777.0","249.0","528.0","-"
"Farming, fishing, and forestry occupations","7.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","117.0","113.0","4.0","-"
"Production, transportation, and material moving occupations","593.0","452.0","141.0","-"
"Military","17.0","D","D","-"
"No occupation/not working outside home","1153.0","394.0","759.0","-"
"Homemakers","228.0","7.0","221.0","-"
"Students or children","476.0","186.0","290.0","-"
"Retirees","93.0","49.0","44.0","-"
"Unemployed","356.0","152.0","204.0","-"
"Unknown","490.0","234.0","256.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Armenia","56.0","29.0","27.0","-"
"Bosnia and Herzegovina","57.0","26.0","31.0","-"
"Bulgaria","129.0","73.0","56.0","-"
"Canada","86.0","46.0","40.0","-"
"China","338.0","154.0","184.0","-"
"Colombia","58.0","20.0","38.0","-"
"Cuba","200.0","109.0","91.0","-"
"El Salvador","155.0","77.0","78.0","-"
"Ethiopia","361.0","197.0","164.0","-"
"Guatemala","74.0","43.0","31.0","-"
"India","137.0","75.0","62.0","-"
"Iran","102.0","45.0","57.0","-"
"Korea, South","96.0","41.0","55.0","-"
"Mexico","987.0","478.0","509.0","-"
"Peru","64.0","26.0","38.0","-"
"Philippines","1146.0","422.0","724.0","-"
"Russia","79.0","24.0","55.0","-"
"Thailand","89.0","36.0","53.0","-"
"United Kingdom","62.0","32.0","30.0","-"
"Vietnam","109.0","36.0","73.0","-"
"Other","1337.0","653.0","684.0","-"
"Unknown","2.0","-","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
