"Persons Naturalized During Fiscal Year 2010","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Abilene, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","112.0","53.0","59.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","20.0","D","D","-"
"25 to 34 years","37.0","14.0","23.0","-"
"35 to 44 years","26.0","11.0","15.0","-"
"45 to 54 years","16.0","7.0","9.0","-"
"55 to 64 years","D","D","6.0","-"
"65 years and over","D","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","14.0","11.0","-"
"Married","75.0","34.0","41.0","-"
"Other","12.0","5.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","13.0","7.0","6.0","-"
"Service occupations","27.0","7.0","20.0","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","4.0","4.0","-","-"
"Production, transportation, and material moving occupations","20.0","12.0","8.0","-"
"Military","10.0","D","D","-"
"No occupation/not working outside home","24.0","10.0","14.0","-"
"Homemakers","D","-","D","-"
"Students or children","13.0","5.0","8.0","-"
"Retirees","-","-","-","-"
"Unemployed","D","5.0","D","-"
"Unknown","8.0","1.0","7.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","D","-","D","-"
"Argentina","D","D","-","-"
"China","D","D","-","-"
"Colombia","D","D","D","-"
"Congo, Democratic Republic of the","5.0","D","D","-"
"Congo, Republic of the","4.0","D","D","-"
"Germany","D","-","D","-"
"Honduras","D","-","D","-"
"India","3.0","D","D","-"
"Kenya","D","D","-","-"
"Korea, South","D","D","D","-"
"Liberia","6.0","D","D","-"
"Mexico","22.0","14.0","8.0","-"
"Nepal","D","D","D","-"
"Nicaragua","D","D","D","-"
"Panama","D","-","D","-"
"Philippines","13.0","5.0","8.0","-"
"Rwanda","10.0","4.0","6.0","-"
"South Africa","4.0","D","D","-"
"Vietnam","5.0","D","D","-"
"Other","20.0","7.0","13.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
