"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Baton Rouge, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","201.0","103.0","98.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","26.0","10.0","16.0","-"
"25-34 years","43.0","24.0","19.0","-"
"35-44 years","61.0","34.0","27.0","-"
"45-54 years","36.0","16.0","20.0","-"
"55-64 years","23.0","11.0","12.0","-"
"65 years and over","12.0","8.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","45.0","22.0","23.0","-"
"Married","139.0","72.0","67.0","-"
"Other","16.0","8.0","8.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","12.0","7.0","5.0","-"
"Professional and technical","43.0","27.0","16.0","-"
"Sales","7.0","D","D","-"
"Administrative support","D","D","5.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","13.0","7.0","6.0","-"
"Precision production, craft, repair","8.0","8.0","-","-"
"Service","19.0","6.0","13.0","-"
"Military","D","D","D","-"
"No occupation","37.0","10.0","27.0","-"
"Unknown","54.0","31.0","23.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Argentina","D","D","D","-"
"Brazil","4.0","D","D","-"
"Bulgaria","D","-","D","-"
"Canada","7.0","3.0","4.0","-"
"China","15.0","8.0","7.0","-"
"Dominican Republic","3.0","-","3.0","-"
"El Salvador","5.0","D","D","-"
"Ghana","3.0","3.0","-","-"
"Honduras","7.0","D","D","-"
"India","20.0","10.0","10.0","-"
"Iran","4.0","D","D","-"
"Israel","3.0","D","D","-"
"Jordan","4.0","D","D","-"
"Korea","4.0","D","D","-"
"Liberia","3.0","D","D","-"
"Mexico","8.0","D","D","-"
"Nigeria","7.0","3.0","4.0","-"
"Russia","4.0","D","D","-"
"Syria","4.0","D","D","-"
"Vietnam","47.0","26.0","21.0","-"
"Other","44.0","20.0","24.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
