"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Killeen-Temple, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","363.0","137.0","226.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","58.0","28.0","30.0","-"
"25-34 years","165.0","70.0","95.0","-"
"35-44 years","94.0","25.0","69.0","-"
"45-54 years","27.0","D","D","-"
"55-64 years","13.0","6.0","7.0","-"
"65 years and over","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","58.0","33.0","25.0","-"
"Married","282.0","100.0","182.0","-"
"Other","21.0","3.0","18.0","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","11.0","4.0","7.0","-"
"Professional and technical","13.0","4.0","9.0","-"
"Sales","10.0","-","10.0","-"
"Administrative support","6.0","-","6.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","8.0","D","D","-"
"Precision production, craft, repair","8.0","D","D","-"
"Service","22.0","6.0","16.0","-"
"Military","120.0","79.0","41.0","-"
"No occupation","65.0","4.0","61.0","-"
"Unknown","100.0","28.0","72.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"China","4.0","D","D","-"
"Colombia","8.0","4.0","4.0","-"
"Cuba","6.0","3.0","3.0","-"
"Dominican Republic","8.0","D","D","-"
"Ecuador","6.0","D","D","-"
"Germany","17.0","-","17.0","-"
"Ghana","7.0","4.0","3.0","-"
"Guatemala","7.0","3.0","4.0","-"
"Haiti","5.0","D","D","-"
"Honduras","9.0","D","D","-"
"India","11.0","3.0","8.0","-"
"Jamaica","14.0","8.0","6.0","-"
"Korea","37.0","9.0","28.0","-"
"Mexico","63.0","30.0","33.0","-"
"Nigeria","6.0","D","D","-"
"Panama","24.0","4.0","20.0","-"
"Peru","11.0","5.0","6.0","-"
"Philippines","25.0","11.0","14.0","-"
"Russia","5.0","D","D","-"
"Trinidad and Tobago","8.0","D","D","-"
"Other","81.0","34.0","47.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
