"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Rockford, IL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","517.0","248.0","269.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","44.0","19.0","25.0","-"
"25-34 years","117.0","52.0","65.0","-"
"35-44 years","173.0","91.0","82.0","-"
"45-54 years","89.0","45.0","44.0","-"
"55-64 years","60.0","23.0","37.0","-"
"65 years and over","34.0","18.0","16.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","78.0","46.0","32.0","-"
"Married","393.0","185.0","208.0","-"
"Other","43.0","14.0","29.0","-"
"Unknown","3.0","3.0","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","17.0","9.0","8.0","-"
"Professional and technical","41.0","25.0","16.0","-"
"Sales","9.0","D","D","-"
"Administrative support","6.0","D","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","105.0","67.0","38.0","-"
"Precision production, craft, repair","8.0","8.0","-","-"
"Service","28.0","8.0","20.0","-"
"Military","D","-","D","-"
"No occupation","52.0","19.0","33.0","-"
"Unknown","248.0","107.0","141.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Belarus","6.0","D","D","-"
"Bosnia and Herzegovina","97.0","46.0","51.0","-"
"China","8.0","D","D","-"
"Colombia","6.0","D","D","-"
"Croatia","12.0","5.0","7.0","-"
"Dominican Republic","6.0","D","D","-"
"Egypt","6.0","3.0","3.0","-"
"Germany","6.0","D","D","-"
"Guatemala","7.0","3.0","4.0","-"
"India","32.0","14.0","18.0","-"
"Laos","37.0","18.0","19.0","-"
"Macedonia","8.0","5.0","3.0","-"
"Mexico","109.0","62.0","47.0","-"
"Pakistan","9.0","5.0","4.0","-"
"Philippines","12.0","4.0","8.0","-"
"Poland","12.0","7.0","5.0","-"
"Serbia and Montenegro","10.0","4.0","6.0","-"
"Sweden","7.0","D","D","-"
"United Kingdom","14.0","7.0","7.0","-"
"Vietnam","30.0","12.0","18.0","-"
"Other","82.0","37.0","45.0","-"
"Unknown","1.0","1.0","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
