"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: El Paso, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1975.0","886.0","1089.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","287.0","120.0","167.0","-"
"25-34 years","639.0","299.0","340.0","-"
"35-44 years","486.0","216.0","270.0","-"
"45-54 years","249.0","117.0","132.0","-"
"55-64 years","191.0","80.0","111.0","-"
"65 years and over","123.0","54.0","69.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","468.0","209.0","259.0","-"
"Married","1308.0","613.0","695.0","-"
"Other","196.0","63.0","133.0","-"
"Unknown","3.0","1.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","96.0","63.0","33.0","-"
"Professional and technical","122.0","66.0","56.0","-"
"Sales","70.0","36.0","34.0","-"
"Administrative support","36.0","8.0","28.0","-"
"Farming, forestry, fisheries","3.0","3.0","-","-"
"Operators, fabricators, laborers","102.0","81.0","21.0","-"
"Precision production, craft, repair","31.0","27.0","4.0","-"
"Service","60.0","23.0","37.0","-"
"Military","76.0","49.0","27.0","-"
"No occupation","423.0","95.0","328.0","-"
"Unknown","956.0","435.0","521.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Canada","4.0","D","D","-"
"Chile","3.0","3.0","-","-"
"China","7.0","D","D","-"
"Colombia","7.0","3.0","4.0","-"
"Cuba","4.0","D","D","-"
"Dominican Republic","5.0","D","D","-"
"El Salvador","5.0","D","D","-"
"Germany","14.0","5.0","9.0","-"
"India","11.0","7.0","4.0","-"
"Indonesia","4.0","D","D","-"
"Iran","9.0","5.0","4.0","-"
"Jamaica","5.0","D","D","-"
"Korea","16.0","5.0","11.0","-"
"Lebanon","6.0","D","D","-"
"Mexico","1776.0","792.0","984.0","-"
"Nigeria","6.0","3.0","3.0","-"
"Panama","7.0","3.0","4.0","-"
"Peru","5.0","D","D","-"
"Philippines","19.0","7.0","12.0","-"
"Spain","4.0","-","4.0","-"
"Other","58.0","33.0","25.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
