"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Yuma, AZ","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","329.0","153.0","176.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","46.0","22.0","24.0","-"
"25-34 years","108.0","57.0","51.0","-"
"35-44 years","74.0","33.0","41.0","-"
"45-54 years","64.0","28.0","36.0","-"
"55-64 years","21.0","8.0","13.0","-"
"65 years and over","16.0","5.0","11.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","68.0","34.0","34.0","-"
"Married","225.0","113.0","112.0","-"
"Other","31.0","3.0","28.0","-"
"Unknown","5.0","3.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","5.0","D","-"
"Professional and technical","15.0","6.0","9.0","-"
"Sales","13.0","D","D","-"
"Administrative support","17.0","D","D","-"
"Farming, forestry, fisheries","D","D","D","-"
"Operators, fabricators, laborers","35.0","24.0","11.0","-"
"Precision production, craft, repair","12.0","12.0","-","-"
"Service","28.0","11.0","17.0","-"
"Military","13.0","13.0","-","-"
"No occupation","48.0","9.0","39.0","-"
"Unknown","140.0","61.0","79.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","D","D","-","-"
"Canada","5.0","D","D","-"
"Colombia","D","-","D","-"
"Costa Rica","D","D","-","-"
"Dominican Republic","D","-","D","-"
"Ecuador","D","D","-","-"
"El Salvador","D","D","-","-"
"Germany","3.0","-","3.0","-"
"Guatemala","D","D","-","-"
"Guyana","D","-","D","-"
"Haiti","D","D","-","-"
"Honduras","D","D","-","-"
"Iraq","D","-","D","-"
"Korea","D","-","D","-"
"Mexico","286.0","131.0","155.0","-"
"Nicaragua","D","D","-","-"
"Panama","D","D","-","-"
"Peru","D","D","-","-"
"Philippines","9.0","3.0","6.0","-"
"United Kingdom","D","-","D","-"
"Other","5.0","4.0","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
