"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Bridgeport, CT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","936.0","397.0","539.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","112.0","49.0","63.0","-"
"25-34 years","262.0","111.0","151.0","-"
"35-44 years","256.0","120.0","136.0","-"
"45-54 years","175.0","64.0","111.0","-"
"55-64 years","78.0","32.0","46.0","-"
"65 years and over","53.0","21.0","32.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","221.0","101.0","120.0","-"
"Married","631.0","277.0","354.0","-"
"Other","84.0","19.0","65.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","20.0","10.0","10.0","-"
"Professional and technical","40.0","22.0","18.0","-"
"Sales","18.0","7.0","11.0","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","30.0","19.0","11.0","-"
"Precision production, craft, repair","9.0","9.0","-","-"
"Service","19.0","3.0","16.0","-"
"Military","D","D","D","-"
"No occupation","127.0","40.0","87.0","-"
"Unknown","660.0","284.0","376.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","16.0","10.0","6.0","-"
"Bosnia and Herzegovina","18.0","9.0","9.0","-"
"Brazil","30.0","12.0","18.0","-"
"Cape Verde","12.0","5.0","7.0","-"
"China","14.0","4.0","10.0","-"
"Colombia","33.0","9.0","24.0","-"
"Dominican Republic","18.0","7.0","11.0","-"
"Ecuador","15.0","6.0","9.0","-"
"Haiti","54.0","22.0","32.0","-"
"India","49.0","26.0","23.0","-"
"Jamaica","135.0","42.0","93.0","-"
"Pakistan","18.0","12.0","6.0","-"
"Peru","20.0","12.0","8.0","-"
"Philippines","19.0","7.0","12.0","-"
"Poland","78.0","34.0","44.0","-"
"Portugal","23.0","12.0","11.0","-"
"Romania","23.0","8.0","15.0","-"
"Trinidad and Tobago","12.0","6.0","6.0","-"
"United Kingdom","23.0","9.0","14.0","-"
"Vietnam","31.0","13.0","18.0","-"
"Other","295.0","132.0","163.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
