"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Kankakee, IL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","30.0","12.0","18.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","6.0","D","D","-"
"25-34 years","10.0","D","D","-"
"35-44 years","9.0","D","D","-"
"45-54 years","D","D","-","-"
"55-64 years","D","D","-","-"
"65 years and over","D","-","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","D","D","D","-"
"Married","23.0","D","D","-"
"Other","D","-","D","-"
"Unknown","2.0","1.0","1.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","D","D","-","-"
"Professional and technical","4.0","D","D","-"
"Sales","-","-","-","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","3.0","D","D","-"
"Precision production, craft, repair","-","-","-","-"
"Service","D","-","D","-"
"Military","-","-","-","-"
"No occupation","4.0","-","4.0","-"
"Unknown","15.0","8.0","7.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Burma","D","D","D","-"
"China","D","-","D","-"
"Colombia","D","D","-","-"
"Congo, Republic of the","D","D","-","-"
"El Salvador","D","D","-","-"
"India","6.0","D","D","-"
"Iraq","D","D","-","-"
"Italy","D","-","D","-"
"Lebanon","D","-","D","-"
"Mexico","12.0","4.0","8.0","-"
"Philippines","D","-","D","-"
"Switzerland","D","D","-","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
