"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: San Antonio, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1671.0","695.0","976.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","235.0","117.0","118.0","-"
"25-34 years","517.0","222.0","295.0","-"
"35-44 years","447.0","177.0","270.0","-"
"45-54 years","231.0","83.0","148.0","-"
"55-64 years","137.0","49.0","88.0","-"
"65 years and over","104.0","47.0","57.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","339.0","194.0","145.0","-"
"Married","1149.0","446.0","703.0","-"
"Other","178.0","53.0","125.0","-"
"Unknown","5.0","2.0","3.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","83.0","48.0","35.0","-"
"Professional and technical","127.0","49.0","78.0","-"
"Sales","73.0","21.0","52.0","-"
"Administrative support","D","D","26.0","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","73.0","D","D","-"
"Precision production, craft, repair","42.0","D","D","-"
"Service","127.0","33.0","94.0","-"
"Military","82.0","57.0","25.0","-"
"No occupation","316.0","77.0","239.0","-"
"Unknown","714.0","308.0","406.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Canada","18.0","6.0","12.0","-"
"China","20.0","8.0","12.0","-"
"Colombia","23.0","15.0","8.0","-"
"El Salvador","19.0","6.0","13.0","-"
"Germany","29.0","6.0","23.0","-"
"Guatemala","16.0","6.0","10.0","-"
"Honduras","12.0","D","D","-"
"India","64.0","33.0","31.0","-"
"Iran","17.0","7.0","10.0","-"
"Jordan","11.0","6.0","5.0","-"
"Korea","34.0","12.0","22.0","-"
"Mexico","859.0","369.0","490.0","-"
"Nigeria","13.0","7.0","6.0","-"
"Pakistan","24.0","15.0","9.0","-"
"Panama","26.0","D","D","-"
"Peru","19.0","7.0","12.0","-"
"Philippines","100.0","36.0","64.0","-"
"Thailand","15.0","3.0","12.0","-"
"United Kingdom","21.0","10.0","11.0","-"
"Vietnam","50.0","23.0","27.0","-"
"Other","279.0","115.0","164.0","-"
"Unknown","2.0","-","2.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
