"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: New Orleans, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","760.0","364.0","396.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","82.0","40.0","42.0","-"
"25-34 years","206.0","95.0","111.0","-"
"35-44 years","214.0","97.0","117.0","-"
"45-54 years","143.0","68.0","75.0","-"
"55-64 years","77.0","43.0","34.0","-"
"65 years and over","38.0","21.0","17.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","192.0","108.0","84.0","-"
"Married","489.0","220.0","269.0","-"
"Other","77.0","34.0","43.0","-"
"Unknown","2.0","2.0","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","33.0","20.0","13.0","-"
"Professional and technical","102.0","52.0","50.0","-"
"Sales","63.0","23.0","40.0","-"
"Administrative support","22.0","10.0","12.0","-"
"Farming, forestry, fisheries","9.0","9.0","-","-"
"Operators, fabricators, laborers","66.0","52.0","14.0","-"
"Precision production, craft, repair","29.0","26.0","3.0","-"
"Service","69.0","22.0","47.0","-"
"Military","16.0","13.0","3.0","-"
"No occupation","167.0","47.0","120.0","-"
"Unknown","184.0","90.0","94.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","8.0","D","D","-"
"Brazil","9.0","D","D","-"
"Canada","11.0","5.0","6.0","-"
"China","27.0","9.0","18.0","-"
"Colombia","17.0","5.0","12.0","-"
"Cuba","16.0","11.0","5.0","-"
"Egypt","8.0","4.0","4.0","-"
"Guatemala","21.0","6.0","15.0","-"
"Honduras","111.0","53.0","58.0","-"
"India","28.0","17.0","11.0","-"
"Iran","10.0","7.0","3.0","-"
"Jordan","10.0","6.0","4.0","-"
"Korea","8.0","4.0","4.0","-"
"Mexico","30.0","15.0","15.0","-"
"Nicaragua","21.0","8.0","13.0","-"
"Nigeria","15.0","4.0","11.0","-"
"Pakistan","32.0","16.0","16.0","-"
"Philippines","24.0","10.0","14.0","-"
"United Kingdom","16.0","8.0","8.0","-"
"Vietnam","135.0","79.0","56.0","-"
"Other","198.0","92.0","106.0","-"
"Unknown","5.0","2.0","3.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
