"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Provo-Orem, UT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","430.0","179.0","251.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","49.0","16.0","33.0","-"
"25-34 years","151.0","61.0","90.0","-"
"35-44 years","109.0","47.0","62.0","-"
"45-54 years","56.0","27.0","29.0","-"
"55-64 years","39.0","17.0","22.0","-"
"65 years and over","26.0","11.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","62.0","39.0","23.0","-"
"Married","337.0","132.0","205.0","-"
"Other","31.0","8.0","23.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","19.0","11.0","8.0","-"
"Professional and technical","40.0","22.0","18.0","-"
"Sales","23.0","11.0","12.0","-"
"Administrative support","D","D","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","33.0","23.0","10.0","-"
"Precision production, craft, repair","13.0","D","D","-"
"Service","26.0","10.0","16.0","-"
"Military","-","-","-","-"
"No occupation","97.0","18.0","79.0","-"
"Unknown","171.0","69.0","102.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Argentina","23.0","8.0","15.0","-"
"Armenia","4.0","D","D","-"
"Australia","10.0","4.0","6.0","-"
"Brazil","21.0","6.0","15.0","-"
"Canada","33.0","10.0","23.0","-"
"Chile","7.0","D","D","-"
"China","10.0","5.0","5.0","-"
"Colombia","7.0","D","D","-"
"Dominican Republic","8.0","3.0","5.0","-"
"Ecuador","9.0","D","D","-"
"El Salvador","7.0","D","D","-"
"Guatemala","11.0","5.0","6.0","-"
"Japan","6.0","D","D","-"
"Korea","10.0","3.0","7.0","-"
"Mexico","101.0","51.0","50.0","-"
"Peru","24.0","14.0","10.0","-"
"Philippines","9.0","3.0","6.0","-"
"South Africa","10.0","5.0","5.0","-"
"United Kingdom","8.0","4.0","4.0","-"
"Vietnam","16.0","8.0","8.0","-"
"Other","93.0","35.0","58.0","-"
"Unknown","3.0","1.0","2.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
