"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Sioux Falls, SD","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","142.0","76.0","66.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","15.0","9.0","6.0","-"
"25-34 years","47.0","23.0","24.0","-"
"35-44 years","43.0","23.0","20.0","-"
"45-54 years","23.0","15.0","8.0","-"
"55-64 years","4.0","D","D","-"
"65 years and over","10.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","40.0","22.0","18.0","-"
"Married","87.0","48.0","39.0","-"
"Other","15.0","6.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","3.0","D","D","-"
"Professional and technical","7.0","D","D","-"
"Sales","7.0","D","D","-"
"Administrative support","11.0","D","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","37.0","30.0","7.0","-"
"Precision production, craft, repair","18.0","11.0","7.0","-"
"Service","20.0","4.0","16.0","-"
"Military","-","-","-","-"
"No occupation","18.0","7.0","11.0","-"
"Unknown","21.0","13.0","8.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Afghanistan","D","-","D","-"
"Azerbaijan","D","D","-","-"
"Bosnia and Herzegovina","33.0","15.0","18.0","-"
"Canada","D","D","-","-"
"China","3.0","-","3.0","-"
"Croatia","10.0","6.0","4.0","-"
"Egypt","3.0","3.0","-","-"
"El Salvador","3.0","D","D","-"
"Ethiopia","10.0","4.0","6.0","-"
"Germany","D","D","D","-"
"India","3.0","D","D","-"
"Iraq","7.0","D","D","-"
"Mexico","10.0","5.0","5.0","-"
"Philippines","D","-","D","-"
"Russia","3.0","3.0","-","-"
"Serbia and Montenegro","5.0","D","D","-"
"Soviet Union (former)","4.0","D","D","-"
"Sudan","10.0","6.0","4.0","-"
"Ukraine","6.0","D","D","-"
"Vietnam","8.0","-","8.0","-"
"Other","17.0","12.0","5.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
