"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Stamford-Norwalk, CT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1103.0","481.0","622.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","96.0","40.0","56.0","-"
"25-34 years","284.0","113.0","171.0","-"
"35-44 years","335.0","156.0","179.0","-"
"45-54 years","202.0","97.0","105.0","-"
"55-64 years","111.0","43.0","68.0","-"
"65 years and over","75.0","32.0","43.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","219.0","102.0","117.0","-"
"Married","743.0","341.0","402.0","-"
"Other","141.0","38.0","103.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","56.0","31.0","25.0","-"
"Professional and technical","41.0","18.0","23.0","-"
"Sales","21.0","8.0","13.0","-"
"Administrative support","5.0","D","D","-"
"Farming, forestry, fisheries","D","D","-","-"
"Operators, fabricators, laborers","8.0","D","D","-"
"Precision production, craft, repair","6.0","6.0","-","-"
"Service","22.0","7.0","15.0","-"
"Military","D","D","D","-"
"No occupation","152.0","53.0","99.0","-"
"Unknown","788.0","347.0","441.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","25.0","9.0","16.0","-"
"Canada","37.0","17.0","20.0","-"
"China","31.0","14.0","17.0","-"
"Colombia","86.0","31.0","55.0","-"
"Dominican Republic","18.0","6.0","12.0","-"
"Ecuador","34.0","14.0","20.0","-"
"Germany","29.0","10.0","19.0","-"
"Guatemala","25.0","15.0","10.0","-"
"Haiti","89.0","38.0","51.0","-"
"India","80.0","42.0","38.0","-"
"Italy","26.0","12.0","14.0","-"
"Jamaica","50.0","15.0","35.0","-"
"Mexico","17.0","7.0","10.0","-"
"Pakistan","18.0","6.0","12.0","-"
"Peru","50.0","20.0","30.0","-"
"Philippines","36.0","11.0","25.0","-"
"Poland","53.0","20.0","33.0","-"
"Russia","26.0","11.0","15.0","-"
"Ukraine","20.0","7.0","13.0","-"
"United Kingdom","52.0","32.0","20.0","-"
"Other","301.0","144.0","157.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
