"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Naples, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","835.0","368.0","467.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","73.0","35.0","38.0","-"
"25-34 years","233.0","96.0","137.0","-"
"35-44 years","249.0","114.0","135.0","-"
"45-54 years","155.0","67.0","88.0","-"
"55-64 years","65.0","29.0","36.0","-"
"65 years and over","60.0","27.0","33.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","133.0","60.0","73.0","-"
"Married","576.0","258.0","318.0","-"
"Other","126.0","50.0","76.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","59.0","31.0","28.0","-"
"Professional and technical","55.0","18.0","37.0","-"
"Sales","39.0","13.0","26.0","-"
"Administrative support","39.0","6.0","33.0","-"
"Farming, forestry, fisheries","D","D","D","-"
"Operators, fabricators, laborers","44.0","31.0","13.0","-"
"Precision production, craft, repair","23.0","D","D","-"
"Service","81.0","36.0","45.0","-"
"Military","D","D","-","-"
"No occupation","96.0","25.0","71.0","-"
"Unknown","394.0","183.0","211.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Albania","11.0","6.0","5.0","-"
"Argentina","10.0","5.0","5.0","-"
"Brazil","13.0","5.0","8.0","-"
"Canada","36.0","18.0","18.0","-"
"Colombia","57.0","11.0","46.0","-"
"Cuba","137.0","67.0","70.0","-"
"Dominican Republic","22.0","13.0","9.0","-"
"Ecuador","13.0","7.0","6.0","-"
"El Salvador","10.0","4.0","6.0","-"
"Germany","28.0","15.0","13.0","-"
"Haiti","117.0","47.0","70.0","-"
"Jamaica","11.0","7.0","4.0","-"
"Mexico","90.0","46.0","44.0","-"
"Peru","19.0","10.0","9.0","-"
"Philippines","9.0","D","D","-"
"Poland","9.0","3.0","6.0","-"
"Russia","8.0","D","D","-"
"United Kingdom","36.0","15.0","21.0","-"
"Venezuela","9.0","3.0","6.0","-"
"Vietnam","11.0","6.0","5.0","-"
"Other","178.0","76.0","102.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
