"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Atlantic-Cape May, NJ","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","230.0","91.0","139.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","35.0","13.0","22.0","-"
"25-34 years","72.0","31.0","41.0","-"
"35-44 years","61.0","29.0","32.0","-"
"45-54 years","35.0","12.0","23.0","-"
"55-64 years","22.0","6.0","16.0","-"
"65 years and over","5.0","-","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","58.0","27.0","31.0","-"
"Married","141.0","60.0","81.0","-"
"Other","28.0","3.0","25.0","-"
"Unknown","3.0","1.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","7.0","3.0","4.0","-"
"Professional and technical","9.0","3.0","6.0","-"
"Sales","19.0","7.0","12.0","-"
"Administrative support","D","-","D","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","D","D","-","-"
"Precision production, craft, repair","-","-","-","-"
"Service","23.0","9.0","14.0","-"
"Military","D","D","D","-"
"No occupation","22.0","8.0","14.0","-"
"Unknown","144.0","58.0","86.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bangladesh","18.0","12.0","6.0","-"
"Bosnia and Herzegovina","4.0","D","D","-"
"China","11.0","5.0","6.0","-"
"Colombia","8.0","D","D","-"
"Dominican Republic","17.0","8.0","9.0","-"
"Egypt","4.0","D","D","-"
"Ghana","3.0","D","D","-"
"Haiti","5.0","D","D","-"
"Honduras","3.0","D","D","-"
"Hong Kong","3.0","3.0","-","-"
"India","45.0","18.0","27.0","-"
"Jamaica","5.0","-","5.0","-"
"Korea","3.0","-","3.0","-"
"Mexico","9.0","4.0","5.0","-"
"Pakistan","14.0","6.0","8.0","-"
"Peru","6.0","D","D","-"
"Philippines","18.0","5.0","13.0","-"
"Poland","3.0","D","D","-"
"Serbia and Montenegro","3.0","D","D","-"
"Vietnam","15.0","4.0","11.0","-"
"Other","33.0","10.0","23.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
