"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Santa Cruz-Watsonville, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","528.0","230.0","298.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","61.0","22.0","39.0","-"
"25-34 years","147.0","59.0","88.0","-"
"35-44 years","166.0","76.0","90.0","-"
"45-54 years","84.0","36.0","48.0","-"
"55-64 years","45.0","24.0","21.0","-"
"65 years and over","25.0","13.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","113.0","55.0","58.0","-"
"Married","353.0","148.0","205.0","-"
"Other","58.0","25.0","33.0","-"
"Unknown","4.0","2.0","2.0","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","13.0","D","D","-"
"Professional and technical","38.0","18.0","20.0","-"
"Sales","13.0","6.0","7.0","-"
"Administrative support","20.0","D","D","-"
"Farming, forestry, fisheries","5.0","D","D","-"
"Operators, fabricators, laborers","46.0","29.0","17.0","-"
"Precision production, craft, repair","7.0","D","D","-"
"Service","35.0","9.0","26.0","-"
"Military","-","-","-","-"
"No occupation","78.0","23.0","55.0","-"
"Unknown","273.0","123.0","150.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Brazil","10.0","4.0","6.0","-"
"Canada","5.0","D","D","-"
"China","11.0","D","D","-"
"El Salvador","16.0","5.0","11.0","-"
"Germany","5.0","D","D","-"
"Ghana","3.0","D","D","-"
"India","10.0","5.0","5.0","-"
"Iran","20.0","12.0","8.0","-"
"Ireland","3.0","D","D","-"
"Israel","5.0","D","D","-"
"Italy","4.0","-","4.0","-"
"Japan","6.0","D","D","-"
"Korea","9.0","D","D","-"
"Mexico","270.0","130.0","140.0","-"
"Philippines","34.0","8.0","26.0","-"
"Russia","10.0","3.0","7.0","-"
"South Africa","6.0","D","D","-"
"Thailand","7.0","D","D","-"
"United Kingdom","23.0","10.0","13.0","-"
"Vietnam","6.0","D","D","-"
"Other","65.0","28.0","37.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
