"Persons Naturalized During Fiscal Year 2004","","","",""
"by Metropolitan Statistical Area (MSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"MSA: Colorado Springs, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","549.0","215.0","334.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","70.0","33.0","37.0","-"
"25-34 years","142.0","71.0","71.0","-"
"35-44 years","182.0","55.0","127.0","-"
"45-54 years","83.0","30.0","53.0","-"
"55-64 years","45.0","15.0","30.0","-"
"65 years and over","27.0","11.0","16.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","97.0","59.0","38.0","-"
"Married","394.0","142.0","252.0","-"
"Other","58.0","14.0","44.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Executive and managerial","39.0","17.0","22.0","-"
"Professional and technical","39.0","20.0","19.0","-"
"Sales","26.0","3.0","23.0","-"
"Administrative support","23.0","3.0","20.0","-"
"Farming, forestry, fisheries","-","-","-","-"
"Operators, fabricators, laborers","29.0","D","D","-"
"Precision production, craft, repair","14.0","D","D","-"
"Service","48.0","14.0","34.0","-"
"Military","70.0","54.0","16.0","-"
"No occupation","75.0","17.0","58.0","-"
"Unknown","186.0","61.0","125.0","-"
"","","","",""
"Top 20 countries of birth","","","",""
"Bosnia and Herzegovina","8.0","3.0","5.0","-"
"Bulgaria","7.0","4.0","3.0","-"
"Canada","18.0","5.0","13.0","-"
"China","7.0","D","D","-"
"Croatia","9.0","5.0","4.0","-"
"Dominican Republic","8.0","4.0","4.0","-"
"Germany","45.0","6.0","39.0","-"
"India","27.0","12.0","15.0","-"
"Iran","8.0","4.0","4.0","-"
"Jamaica","8.0","4.0","4.0","-"
"Korea","47.0","11.0","36.0","-"
"Mexico","49.0","30.0","19.0","-"
"Panama","16.0","D","D","-"
"Philippines","52.0","17.0","35.0","-"
"Poland","10.0","5.0","5.0","-"
"Russia","10.0","3.0","7.0","-"
"South Africa","9.0","5.0","4.0","-"
"Ukraine","8.0","3.0","5.0","-"
"United Kingdom","15.0","5.0","10.0","-"
"Vietnam","31.0","11.0","20.0","-"
"Other","157.0","75.0","82.0","-"
"","","","",""
"- Represents zero","","","",""
"D  Data withheld to limit disclosure.","","","",""
