"Persons Naturalized During Fiscal Year 2010","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: New Mexico","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2205.0","1010.0","1195.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","277.0","133.0","144.0","-"
"25-34 years","546.0","237.0","309.0","-"
"35-44 years","595.0","254.0","341.0","-"
"45-54 years","375.0","169.0","206.0","-"
"55-64 years","260.0","142.0","118.0","-"
"65 years and over","152.0","75.0","77.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","440.0","232.0","208.0","-"
"Married","1460.0","658.0","802.0","-"
"Other","305.0","120.0","185.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","514.0","251.0","263.0","-"
"Service occupations","272.0","79.0","193.0","-"
"Sales and office occupations","159.0","49.0","110.0","-"
"Farming, fishing, and forestry occupations","11.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","86.0","D","D","-"
"Production, transportation, and material moving occupations","353.0","212.0","141.0","-"
"Military","22.0","D","D","-"
"No occupation/not working outside home","550.0","179.0","371.0","-"
"Homemakers","109.0","3.0","106.0","-"
"Students or children","296.0","105.0","191.0","-"
"Retirees","47.0","31.0","16.0","-"
"Unemployed","98.0","40.0","58.0","-"
"Unknown","238.0","127.0","111.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","37.0","17.0","20.0","-"
"China","56.0","24.0","32.0","-"
"Colombia","21.0","6.0","15.0","-"
"Cuba","39.0","19.0","20.0","-"
"Egypt","14.0","10.0","4.0","-"
"Germany","35.0","13.0","22.0","-"
"Guatemala","15.0","11.0","4.0","-"
"India","87.0","38.0","49.0","-"
"Iran","31.0","15.0","16.0","-"
"Korea, South","18.0","D","D","-"
"Mexico","1164.0","581.0","583.0","-"
"Pakistan","15.0","7.0","8.0","-"
"Philippines","83.0","26.0","57.0","-"
"Romania","14.0","7.0","7.0","-"
"Russia","17.0","5.0","12.0","-"
"Soviet Union, (former)","21.0","9.0","12.0","-"
"Taiwan","16.0","D","D","-"
"Thailand","20.0","6.0","14.0","-"
"United Kingdom","41.0","25.0","16.0","-"
"Vietnam","83.0","23.0","60.0","-"
"Other","377.0","162.0","215.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
