"Persons Naturalized During Fiscal Year 2010","","","",""
"by State of Residence and Selected Characteristics","","","",""
"","","","",""
"State: Hawaii","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3190.0","1382.0","1808.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18-24 years","462.0","286.0","176.0","-"
"25-34 years","996.0","384.0","612.0","-"
"35-44 years","817.0","308.0","509.0","-"
"45-54 years","443.0","184.0","259.0","-"
"55-64 years","282.0","131.0","151.0","-"
"65 years and over","190.0","89.0","101.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","779.0","472.0","307.0","-"
"Married","2126.0","810.0","1316.0","-"
"Other","284.0","100.0","184.0","-"
"Unknown","1.0","-","1.0","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","607.0","233.0","374.0","-"
"Service occupations","628.0","253.0","375.0","-"
"Sales and office occupations","321.0","66.0","255.0","-"
"Farming, fishing, and forestry occupations","31.0","22.0","9.0","-"
"Construction, extraction, maintenance and repair occupations","79.0","73.0","6.0","-"
"Production, transportation, and material moving occupations","208.0","141.0","67.0","-"
"Military","173.0","138.0","35.0","-"
"No occupation/not working outside home","842.0","263.0","579.0","-"
"Homemakers","161.0","3.0","158.0","-"
"Students or children","339.0","126.0","213.0","-"
"Retirees","57.0","28.0","29.0","-"
"Unemployed","285.0","106.0","179.0","-"
"Unknown","301.0","193.0","108.0","-"
"","","","",""
"Leading countries of birth","","","",""
"American Samoa","87.0","37.0","50.0","-"
"Brazil","38.0","15.0","23.0","-"
"Canada","60.0","22.0","38.0","-"
"China","222.0","91.0","131.0","-"
"Colombia","28.0","12.0","16.0","-"
"Germany","36.0","15.0","21.0","-"
"Hong Kong","31.0","18.0","13.0","-"
"Indonesia","24.0","11.0","13.0","-"
"Jamaica","30.0","23.0","7.0","-"
"Japan","110.0","35.0","75.0","-"
"Korea, South","187.0","55.0","132.0","-"
"Mexico","98.0","54.0","44.0","-"
"Peru","30.0","17.0","13.0","-"
"Philippines","1378.0","570.0","808.0","-"
"Russia","20.0","8.0","12.0","-"
"Samoa","28.0","13.0","15.0","-"
"Taiwan","36.0","13.0","23.0","-"
"Thailand","46.0","12.0","34.0","-"
"United Kingdom","35.0","21.0","14.0","-"
"Vietnam","114.0","36.0","78.0","-"
"Other","552.0","304.0","248.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
