"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Green Bay, WI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","204.0","87.0","117.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","36.0","8.0","28.0","-"
"25 to 34 years","70.0","25.0","45.0","-"
"35 to 44 years","49.0","24.0","25.0","-"
"45 to 54 years","21.0","7.0","14.0","-"
"55 to 64 years","19.0","D","D","-"
"65 years and over","9.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","47.0","16.0","31.0","-"
"Married","144.0","64.0","80.0","-"
"Other","13.0","7.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","9.0","D","D","-"
"Service occupations","10.0","5.0","5.0","-"
"Sales and office occupations","3.0","-","3.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","-","D","-"
"Production, transportation, and material moving occupations","32.0","18.0","14.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","20.0","6.0","14.0","-"
"Homemakers","D","-","D","-"
"Students or children","16.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","-","-","-","-"
"Unknown","124.0","46.0","78.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","D","-","D","-"
"Azerbaijan","D","-","D","-"
"Brazil","D","D","D","-"
"Bulgaria","3.0","D","D","-"
"Cambodia","D","-","D","-"
"Canada","D","D","-","-"
"China","3.0","D","D","-"
"El Salvador","3.0","D","D","-"
"Germany","4.0","D","D","-"
"Guyana","D","D","D","-"
"Honduras","7.0","3.0","4.0","-"
"India","11.0","5.0","6.0","-"
"Laos","26.0","11.0","15.0","-"
"Mexico","85.0","45.0","40.0","-"
"Nicaragua","4.0","D","D","-"
"Russia","4.0","D","D","-"
"Taiwan","D","D","D","-"
"Thailand","15.0","7.0","8.0","-"
"Ukraine","4.0","-","4.0","-"
"United Kingdom","7.0","D","D","-"
"Other","18.0","4.0","14.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
