"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Harrisburg-Carlisle, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","528.0","255.0","273.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","79.0","33.0","46.0","-"
"25 to 34 years","134.0","69.0","65.0","-"
"35 to 44 years","164.0","84.0","80.0","-"
"45 to 54 years","97.0","39.0","58.0","-"
"55 to 64 years","32.0","15.0","17.0","-"
"65 years and over","22.0","15.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","148.0","81.0","67.0","-"
"Married","348.0","161.0","187.0","-"
"Other","32.0","13.0","19.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","27.0","D","D","-"
"Service occupations","4.0","D","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","20.0","14.0","6.0","-"
"Military","D","D","D","-"
"No occupation/not working outside home","48.0","17.0","31.0","-"
"Homemakers","D","-","D","-"
"Students or children","39.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","-","D","-"
"Unknown","424.0","209.0","215.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","10.0","D","D","-"
"Bosnia and Herzegovina","43.0","20.0","23.0","-"
"China","18.0","5.0","13.0","-"
"Dominican Republic","10.0","D","D","-"
"Egypt","13.0","8.0","5.0","-"
"India","69.0","38.0","31.0","-"
"Iraq","8.0","5.0","3.0","-"
"Italy","7.0","D","D","-"
"Jamaica","9.0","3.0","6.0","-"
"Korea","10.0","5.0","5.0","-"
"Mexico","9.0","6.0","3.0","-"
"Morocco","24.0","17.0","7.0","-"
"Pakistan","15.0","6.0","9.0","-"
"Peru","7.0","3.0","4.0","-"
"Philippines","11.0","3.0","8.0","-"
"Serbia and Montenegro","7.0","4.0","3.0","-"
"Somalia","10.0","5.0","5.0","-"
"Sudan","21.0","D","D","-"
"Ukraine","8.0","4.0","4.0","-"
"Vietnam","74.0","32.0","42.0","-"
"Other","145.0","62.0","83.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
