"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Salinas, CA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1052.0","493.0","559.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","129.0","45.0","84.0","-"
"25 to 34 years","270.0","109.0","161.0","-"
"35 to 44 years","269.0","116.0","153.0","-"
"45 to 54 years","139.0","55.0","84.0","-"
"55 to 64 years","162.0","113.0","49.0","-"
"65 years and over","83.0","55.0","28.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","228.0","90.0","138.0","-"
"Married","756.0","374.0","382.0","-"
"Other","68.0","29.0","39.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","64.0","22.0","42.0","-"
"Service occupations","60.0","21.0","39.0","-"
"Sales and office occupations","43.0","12.0","31.0","-"
"Farming, fishing, and forestry occupations","8.0","4.0","4.0","-"
"Construction, extraction, maintenance and repair occupations","17.0","17.0","-","-"
"Production, transportation, and material moving occupations","80.0","60.0","20.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","126.0","44.0","82.0","-"
"Homemakers","22.0","-","22.0","-"
"Students or children","69.0","21.0","48.0","-"
"Retirees","22.0","D","D","-"
"Unemployed","13.0","D","D","-"
"Unknown","654.0","313.0","341.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","5.0","-","5.0","-"
"Brazil","5.0","D","D","-"
"Canada","5.0","D","D","-"
"China","11.0","D","D","-"
"Colombia","10.0","D","D","-"
"Egypt","4.0","4.0","-","-"
"El Salvador","24.0","10.0","14.0","-"
"Fiji","11.0","5.0","6.0","-"
"Germany","5.0","D","D","-"
"India","26.0","13.0","13.0","-"
"Iran","6.0","3.0","3.0","-"
"Italy","5.0","D","D","-"
"Japan","4.0","-","4.0","-"
"Korea","28.0","9.0","19.0","-"
"Mexico","678.0","347.0","331.0","-"
"Panama","6.0","-","6.0","-"
"Philippines","94.0","36.0","58.0","-"
"Sudan","7.0","4.0","3.0","-"
"United Kingdom","8.0","5.0","3.0","-"
"Vietnam","31.0","12.0","19.0","-"
"Other","79.0","31.0","48.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
