"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Columbia, SC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","247.0","99.0","148.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","18.0","8.0","10.0","-"
"25 to 34 years","64.0","23.0","41.0","-"
"35 to 44 years","82.0","32.0","50.0","-"
"45 to 54 years","48.0","23.0","25.0","-"
"55 to 64 years","24.0","10.0","14.0","-"
"65 years and over","11.0","3.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","41.0","19.0","22.0","-"
"Married","182.0","72.0","110.0","-"
"Other","24.0","8.0","16.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","44.0","19.0","25.0","-"
"Service occupations","17.0","D","D","-"
"Sales and office occupations","14.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","5.0","D","D","-"
"No occupation/not working outside home","40.0","10.0","30.0","-"
"Homemakers","9.0","-","9.0","-"
"Students or children","24.0","7.0","17.0","-"
"Retirees","D","D","D","-"
"Unemployed","D","D","D","-"
"Unknown","121.0","51.0","70.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","6.0","D","D","-"
"Brazil","3.0","-","3.0","-"
"Bulgaria","5.0","D","D","-"
"Canada","4.0","D","D","-"
"China","8.0","3.0","5.0","-"
"Egypt","4.0","D","D","-"
"Germany","8.0","D","D","-"
"Ghana","4.0","D","D","-"
"India","39.0","21.0","18.0","-"
"Jamaica","6.0","D","D","-"
"Korea","15.0","6.0","9.0","-"
"Mexico","21.0","9.0","12.0","-"
"Pakistan","6.0","D","D","-"
"Philippines","6.0","-","6.0","-"
"Romania","5.0","D","D","-"
"Russia","5.0","D","D","-"
"South Africa","4.0","D","D","-"
"Syria","4.0","D","D","-"
"United Kingdom","4.0","D","D","-"
"Vietnam","9.0","4.0","5.0","-"
"Other","80.0","29.0","51.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
