"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: New Orleans-Metairie-Kenner, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1162.0","549.0","613.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","91.0","48.0","43.0","-"
"25 to 34 years","276.0","127.0","149.0","-"
"35 to 44 years","321.0","167.0","154.0","-"
"45 to 54 years","227.0","97.0","130.0","-"
"55 to 64 years","166.0","80.0","86.0","-"
"65 years and over","81.0","30.0","51.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","246.0","135.0","111.0","-"
"Married","766.0","354.0","412.0","-"
"Other","150.0","60.0","90.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","97.0","50.0","47.0","-"
"Service occupations","39.0","13.0","26.0","-"
"Sales and office occupations","25.0","D","D","-"
"Farming, fishing, and forestry occupations","3.0","D","D","-"
"Construction, extraction, maintenance and repair occupations","18.0","D","D","-"
"Production, transportation, and material moving occupations","29.0","20.0","9.0","-"
"Military","19.0","D","D","-"
"No occupation/not working outside home","180.0","52.0","128.0","-"
"Homemakers","44.0","-","44.0","-"
"Students or children","91.0","38.0","53.0","-"
"Retirees","22.0","11.0","11.0","-"
"Unemployed","23.0","3.0","20.0","-"
"Unknown","752.0","371.0","381.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","16.0","8.0","8.0","-"
"China","41.0","19.0","22.0","-"
"Colombia","20.0","7.0","13.0","-"
"Cuba","29.0","19.0","10.0","-"
"Dominican Republic","25.0","14.0","11.0","-"
"Ecuador","13.0","4.0","9.0","-"
"El Salvador","19.0","6.0","13.0","-"
"Guatemala","18.0","12.0","6.0","-"
"Haiti","12.0","8.0","4.0","-"
"Honduras","194.0","79.0","115.0","-"
"India","61.0","27.0","34.0","-"
"Jordan","17.0","12.0","5.0","-"
"Korea","11.0","7.0","4.0","-"
"Mexico","45.0","23.0","22.0","-"
"Nicaragua","70.0","32.0","38.0","-"
"Nigeria","17.0","9.0","8.0","-"
"Pakistan","32.0","15.0","17.0","-"
"Philippines","29.0","9.0","20.0","-"
"United Kingdom","17.0","10.0","7.0","-"
"Vietnam","217.0","99.0","118.0","-"
"Other","254.0","127.0","127.0","-"
"Unknown","5.0","3.0","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
