"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Denver-Aurora, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","5414.0","2455.0","2959.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","494.0","206.0","288.0","-"
"25 to 34 years","1644.0","678.0","966.0","-"
"35 to 44 years","1669.0","790.0","879.0","-"
"45 to 54 years","790.0","367.0","423.0","-"
"55 to 64 years","461.0","236.0","225.0","-"
"65 years and over","356.0","178.0","178.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","970.0","499.0","471.0","-"
"Married","3830.0","1728.0","2102.0","-"
"Other","614.0","228.0","386.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","625.0","299.0","326.0","-"
"Service occupations","399.0","139.0","260.0","-"
"Sales and office occupations","318.0","84.0","234.0","-"
"Farming, fishing, and forestry occupations","8.0","8.0","-","-"
"Construction, extraction, maintenance and repair occupations","92.0","D","D","-"
"Production, transportation, and material moving occupations","354.0","267.0","87.0","-"
"Military","13.0","D","D","-"
"No occupation/not working outside home","519.0","171.0","348.0","-"
"Homemakers","108.0","-","108.0","-"
"Students or children","306.0","117.0","189.0","-"
"Retirees","58.0","39.0","19.0","-"
"Unemployed","47.0","15.0","32.0","-"
"Unknown","3086.0","1387.0","1699.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","86.0","44.0","42.0","-"
"Canada","102.0","42.0","60.0","-"
"China","174.0","73.0","101.0","-"
"Colombia","54.0","15.0","39.0","-"
"El Salvador","56.0","24.0","32.0","-"
"Ethiopia","238.0","125.0","113.0","-"
"Ghana","58.0","33.0","25.0","-"
"India","273.0","141.0","132.0","-"
"Iran","67.0","25.0","42.0","-"
"Korea","167.0","61.0","106.0","-"
"Mexico","1500.0","757.0","743.0","-"
"Morocco","67.0","41.0","26.0","-"
"Peru","71.0","31.0","40.0","-"
"Philippines","106.0","34.0","72.0","-"
"Poland","60.0","21.0","39.0","-"
"Russia","177.0","60.0","117.0","-"
"Sudan","85.0","66.0","19.0","-"
"Ukraine","134.0","57.0","77.0","-"
"United Kingdom","77.0","40.0","37.0","-"
"Vietnam","398.0","139.0","259.0","-"
"Other","1460.0","622.0","838.0","-"
"Unknown","4.0","4.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
