"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Orlando-Kissimmee, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","3622.0","1625.0","1997.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","299.0","134.0","165.0","-"
"25 to 34 years","942.0","386.0","556.0","-"
"35 to 44 years","1073.0","510.0","563.0","-"
"45 to 54 years","664.0","304.0","360.0","-"
"55 to 64 years","402.0","183.0","219.0","-"
"65 years and over","242.0","108.0","134.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","719.0","363.0","356.0","-"
"Married","2386.0","1063.0","1323.0","-"
"Other","517.0","199.0","318.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","304.0","143.0","161.0","-"
"Service occupations","96.0","34.0","62.0","-"
"Sales and office occupations","127.0","50.0","77.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","34.0","34.0","-","-"
"Production, transportation, and material moving occupations","88.0","61.0","27.0","-"
"Military","8.0","4.0","4.0","-"
"No occupation/not working outside home","319.0","117.0","202.0","-"
"Homemakers","53.0","D","D","-"
"Students or children","213.0","92.0","121.0","-"
"Retirees","33.0","17.0","16.0","-"
"Unemployed","20.0","D","D","-"
"Unknown","2646.0","1182.0","1464.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","107.0","52.0","55.0","-"
"Canada","54.0","25.0","29.0","-"
"Colombia","283.0","104.0","179.0","-"
"Cuba","173.0","84.0","89.0","-"
"Dominican Republic","196.0","85.0","111.0","-"
"Ecuador","82.0","38.0","44.0","-"
"Guyana","146.0","66.0","80.0","-"
"Haiti","363.0","168.0","195.0","-"
"India","143.0","71.0","72.0","-"
"Jamaica","224.0","101.0","123.0","-"
"Mexico","127.0","64.0","63.0","-"
"Morocco","102.0","67.0","35.0","-"
"Nicaragua","55.0","24.0","31.0","-"
"Pakistan","48.0","26.0","22.0","-"
"Peru","88.0","39.0","49.0","-"
"Philippines","105.0","36.0","69.0","-"
"Trinidad and Tobago","87.0","33.0","54.0","-"
"United Kingdom","72.0","34.0","38.0","-"
"Venezuela","92.0","35.0","57.0","-"
"Vietnam","180.0","69.0","111.0","-"
"Other","886.0","401.0","485.0","-"
"Unknown","9.0","3.0","6.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
