"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Greeley, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","399.0","198.0","201.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","51.0","17.0","34.0","-"
"25 to 34 years","119.0","55.0","64.0","-"
"35 to 44 years","109.0","49.0","60.0","-"
"45 to 54 years","48.0","21.0","27.0","-"
"55 to 64 years","49.0","37.0","12.0","-"
"65 years and over","23.0","19.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","56.0","27.0","29.0","-"
"Married","305.0","154.0","151.0","-"
"Other","38.0","17.0","21.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","33.0","15.0","18.0","-"
"Service occupations","23.0","3.0","20.0","-"
"Sales and office occupations","17.0","5.0","12.0","-"
"Farming, fishing, and forestry occupations","4.0","4.0","-","-"
"Construction, extraction, maintenance and repair occupations","9.0","9.0","-","-"
"Production, transportation, and material moving occupations","51.0","41.0","10.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","40.0","9.0","31.0","-"
"Homemakers","17.0","-","17.0","-"
"Students or children","16.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","D","D","-"
"Unknown","222.0","112.0","110.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","D","-","D","-"
"Canada","5.0","D","D","-"
"China","7.0","D","D","-"
"El Salvador","11.0","8.0","3.0","-"
"Finland","D","D","D","-"
"Guatemala","4.0","4.0","-","-"
"India","4.0","D","D","-"
"Iran","D","D","D","-"
"Israel","D","-","D","-"
"Korea","3.0","D","D","-"
"Laos","4.0","D","D","-"
"Mexico","292.0","147.0","145.0","-"
"Nepal","D","D","-","-"
"New Zealand","D","D","D","-"
"Peru","4.0","D","D","-"
"Philippines","4.0","D","D","-"
"Romania","4.0","D","D","-"
"Russia","3.0","D","D","-"
"Thailand","5.0","D","D","-"
"Vietnam","5.0","D","D","-"
"Other","31.0","11.0","20.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
