"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Mobile, AL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","215.0","103.0","112.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","42.0","20.0","22.0","-"
"25 to 34 years","49.0","28.0","21.0","-"
"35 to 44 years","55.0","26.0","29.0","-"
"45 to 54 years","30.0","9.0","21.0","-"
"55 to 64 years","25.0","15.0","10.0","-"
"65 years and over","14.0","5.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","70.0","43.0","27.0","-"
"Married","122.0","51.0","71.0","-"
"Other","23.0","9.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","19.0","9.0","10.0","-"
"Service occupations","7.0","D","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","6.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","29.0","11.0","18.0","-"
"Homemakers","4.0","-","4.0","-"
"Students or children","25.0","11.0","14.0","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","148.0","75.0","73.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","4.0","4.0","-","-"
"Bosnia and Herzegovina","15.0","6.0","9.0","-"
"Cambodia","5.0","D","D","-"
"China","5.0","D","D","-"
"Colombia","4.0","D","D","-"
"Croatia","3.0","D","D","-"
"Cuba","4.0","D","D","-"
"Egypt","3.0","D","D","-"
"Germany","3.0","D","D","-"
"India","9.0","5.0","4.0","-"
"Iran","4.0","D","D","-"
"Jamaica","4.0","D","D","-"
"Laos","8.0","D","D","-"
"Malaysia","3.0","D","D","-"
"Mexico","8.0","3.0","5.0","-"
"Peru","7.0","4.0","3.0","-"
"Philippines","9.0","3.0","6.0","-"
"Russia","3.0","-","3.0","-"
"Thailand","5.0","D","D","-"
"Vietnam","67.0","34.0","33.0","-"
"Other","42.0","15.0","27.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
