"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Springfield, MO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","149.0","60.0","89.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","21.0","11.0","10.0","-"
"25 to 34 years","42.0","14.0","28.0","-"
"35 to 44 years","53.0","20.0","33.0","-"
"45 to 54 years","18.0","D","D","-"
"55 to 64 years","12.0","D","D","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","13.0","15.0","-"
"Married","107.0","41.0","66.0","-"
"Other","14.0","6.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","15.0","7.0","8.0","-"
"Service occupations","15.0","9.0","6.0","-"
"Sales and office occupations","9.0","-","9.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","D","4.0","D","-"
"Military","D","-","D","-"
"No occupation/not working outside home","16.0","5.0","11.0","-"
"Homemakers","D","-","D","-"
"Students or children","D","5.0","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","87.0","35.0","52.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bulgaria","5.0","D","D","-"
"Canada","4.0","D","D","-"
"China","6.0","3.0","3.0","-"
"Dominican Republic","D","-","D","-"
"El Salvador","7.0","4.0","3.0","-"
"Germany","6.0","D","D","-"
"Honduras","D","-","D","-"
"India","6.0","3.0","3.0","-"
"Kenya","D","D","D","-"
"Korea","6.0","D","D","-"
"Mexico","21.0","7.0","14.0","-"
"Nigeria","D","D","-","-"
"Pakistan","D","D","D","-"
"Philippines","13.0","4.0","9.0","-"
"Romania","6.0","D","D","-"
"Russia","5.0","D","D","-"
"South Africa","5.0","D","D","-"
"Taiwan","3.0","D","D","-"
"Ukraine","3.0","-","3.0","-"
"Vietnam","12.0","7.0","5.0","-"
"Other","31.0","14.0","17.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
