"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Fort Smith, AR-OK","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","147.0","70.0","77.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","6.0","10.0","-"
"25 to 34 years","38.0","12.0","26.0","-"
"35 to 44 years","41.0","20.0","21.0","-"
"45 to 54 years","13.0","5.0","8.0","-"
"55 to 64 years","25.0","19.0","6.0","-"
"65 years and over","14.0","8.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","12.0","16.0","-"
"Married","100.0","47.0","53.0","-"
"Other","19.0","11.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","11.0","D","D","-"
"Service occupations","5.0","-","5.0","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","31.0","23.0","8.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","16.0","6.0","10.0","-"
"Homemakers","D","-","D","-"
"Students or children","5.0","-","5.0","-"
"Retirees","7.0","D","D","-"
"Unemployed","D","D","-","-"
"Unknown","81.0","33.0","48.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","D","D","-","-"
"China","D","-","D","-"
"Colombia","D","D","D","-"
"El Salvador","13.0","8.0","5.0","-"
"Germany","D","-","D","-"
"Guatemala","D","-","D","-"
"Honduras","D","D","-","-"
"India","3.0","-","3.0","-"
"Iran","D","D","-","-"
"Kazakhstan","D","-","D","-"
"Korea","D","-","D","-"
"Laos","28.0","16.0","12.0","-"
"Mexico","37.0","25.0","12.0","-"
"Moldova","D","-","D","-"
"Nepal","D","-","D","-"
"Peru","4.0","D","D","-"
"Philippines","6.0","D","D","-"
"Poland","D","D","D","-"
"Syria","3.0","-","3.0","-"
"Vietnam","28.0","11.0","17.0","-"
"Other","4.0","-","4.0","-"
"Unknown","2.0","-","2.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
