"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Fort Morgan, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","59.0","29.0","30.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","14.0","D","D","-"
"25 to 34 years","13.0","5.0","8.0","-"
"35 to 44 years","13.0","7.0","6.0","-"
"45 to 54 years","3.0","D","D","-"
"55 to 64 years","9.0","6.0","3.0","-"
"65 years and over","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","7.0","D","D","-"
"Married","46.0","24.0","22.0","-"
"Other","6.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","-","-"
"Service occupations","4.0","D","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","6.0","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","D","-","D","-"
"Homemakers","D","-","D","-"
"Students or children","D","-","D","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","42.0","20.0","22.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Ecuador","D","-","D","-"
"El Salvador","D","D","D","-"
"Guatemala","D","D","-","-"
"Jordan","D","D","D","-"
"Korea","D","-","D","-"
"Mexico","49.0","D","D","-"
"Somalia","D","D","-","-"
"Vietnam","D","-","D","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
