"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Clarksville, TN-KY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","201.0","94.0","107.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","38.0","29.0","9.0","-"
"25 to 34 years","83.0","44.0","39.0","-"
"35 to 44 years","46.0","10.0","36.0","-"
"45 to 54 years","18.0","5.0","13.0","-"
"55 to 64 years","8.0","D","D","-"
"65 years and over","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","40.0","31.0","9.0","-"
"Married","148.0","59.0","89.0","-"
"Other","13.0","4.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","9.0","D","D","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","4.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","3.0","D","D","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","62.0","56.0","6.0","-"
"No occupation/not working outside home","16.0","3.0","13.0","-"
"Homemakers","6.0","-","6.0","-"
"Students or children","7.0","D","D","-"
"Retirees","3.0","D","D","-"
"Unemployed","-","-","-","-"
"Unknown","103.0","28.0","75.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Canada","4.0","D","D","-"
"Chile","D","D","-","-"
"China","D","-","D","-"
"Colombia","5.0","D","D","-"
"Ecuador","5.0","D","D","-"
"Germany","11.0","-","11.0","-"
"Ghana","4.0","D","D","-"
"Guatemala","3.0","D","D","-"
"Haiti","10.0","D","D","-"
"Honduras","6.0","D","D","-"
"India","7.0","4.0","3.0","-"
"Jamaica","11.0","4.0","7.0","-"
"Kenya","4.0","D","D","-"
"Korea","20.0","3.0","17.0","-"
"Mexico","24.0","11.0","13.0","-"
"Panama","6.0","D","D","-"
"Peru","3.0","3.0","-","-"
"Philippines","18.0","10.0","8.0","-"
"United Kingdom","4.0","D","D","-"
"Vietnam","3.0","D","D","-"
"Other","49.0","26.0","23.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
