"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Holland-Grand Haven, MI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","156.0","75.0","81.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","25.0","13.0","12.0","-"
"25 to 34 years","33.0","16.0","17.0","-"
"35 to 44 years","52.0","16.0","36.0","-"
"45 to 54 years","23.0","D","D","-"
"55 to 64 years","12.0","D","D","-"
"65 years and over","11.0","3.0","8.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","38.0","D","D","-"
"Married","106.0","51.0","55.0","-"
"Other","12.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","13.0","D","D","-"
"Service occupations","D","D","D","-"
"Sales and office occupations","7.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","33.0","20.0","13.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","28.0","13.0","15.0","-"
"Homemakers","-","-","-","-"
"Students or children","18.0","10.0","8.0","-"
"Retirees","5.0","D","D","-"
"Unemployed","5.0","D","D","-"
"Unknown","72.0","30.0","42.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","14.0","5.0","9.0","-"
"Brazil","5.0","D","D","-"
"Cambodia","11.0","4.0","7.0","-"
"Canada","4.0","D","D","-"
"Chile","D","D","D","-"
"China","D","D","D","-"
"El Salvador","D","D","-","-"
"Germany","3.0","D","D","-"
"India","8.0","5.0","3.0","-"
"Ireland","D","D","D","-"
"Laos","8.0","5.0","3.0","-"
"Mexico","44.0","18.0","26.0","-"
"Netherlands","4.0","4.0","-","-"
"Nicaragua","3.0","D","D","-"
"Panama","D","-","D","-"
"Philippines","4.0","D","D","-"
"Russia","3.0","D","D","-"
"Sudan","6.0","6.0","-","-"
"Venezuela","4.0","D","D","-"
"Vietnam","10.0","6.0","4.0","-"
"Other","15.0","5.0","10.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
