"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Roanoke, VA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","297.0","148.0","149.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","24.0","11.0","13.0","-"
"25 to 34 years","65.0","34.0","31.0","-"
"35 to 44 years","90.0","42.0","48.0","-"
"45 to 54 years","66.0","34.0","32.0","-"
"55 to 64 years","35.0","17.0","18.0","-"
"65 years and over","17.0","10.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","70.0","41.0","29.0","-"
"Married","201.0","95.0","106.0","-"
"Other","26.0","12.0","14.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","20.0","13.0","7.0","-"
"Service occupations","4.0","D","D","-"
"Sales and office occupations","D","-","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","6.0","6.0","-","-"
"Military","-","-","-","-"
"No occupation/not working outside home","33.0","16.0","17.0","-"
"Homemakers","D","-","D","-"
"Students or children","D","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","D","-","D","-"
"Unknown","231.0","110.0","121.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","60.0","24.0","36.0","-"
"Brazil","6.0","3.0","3.0","-"
"Canada","8.0","3.0","5.0","-"
"China","12.0","3.0","9.0","-"
"Cuba","7.0","D","D","-"
"Ecuador","5.0","D","D","-"
"Haiti","9.0","4.0","5.0","-"
"India","38.0","24.0","14.0","-"
"Iran","7.0","D","D","-"
"Iraq","8.0","4.0","4.0","-"
"Jamaica","8.0","5.0","3.0","-"
"Jordan","6.0","6.0","-","-"
"Mexico","4.0","D","D","-"
"Pakistan","6.0","D","D","-"
"Philippines","5.0","D","D","-"
"Russia","4.0","D","D","-"
"Sierra Leone","6.0","6.0","-","-"
"Sudan","9.0","5.0","4.0","-"
"United Kingdom","7.0","4.0","3.0","-"
"Vietnam","33.0","13.0","20.0","-"
"Other","49.0","24.0","25.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
