"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Chattanooga, TN-GA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","181.0","71.0","110.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","20.0","9.0","11.0","-"
"25 to 34 years","44.0","11.0","33.0","-"
"35 to 44 years","49.0","18.0","31.0","-"
"45 to 54 years","38.0","15.0","23.0","-"
"55 to 64 years","17.0","11.0","6.0","-"
"65 years and over","13.0","7.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","34.0","15.0","19.0","-"
"Married","130.0","51.0","79.0","-"
"Other","17.0","5.0","12.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","11.0","4.0","7.0","-"
"Service occupations","3.0","D","D","-"
"Sales and office occupations","D","D","-","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","7.0","3.0","4.0","-"
"Military","D","-","D","-"
"No occupation/not working outside home","22.0","5.0","17.0","-"
"Homemakers","4.0","-","4.0","-"
"Students or children","18.0","5.0","13.0","-"
"Retirees","-","-","-","-"
"Unemployed","-","-","-","-"
"Unknown","134.0","55.0","79.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","22.0","11.0","11.0","-"
"Cambodia","5.0","D","D","-"
"China","7.0","3.0","4.0","-"
"Colombia","3.0","-","3.0","-"
"Germany","3.0","-","3.0","-"
"India","21.0","12.0","9.0","-"
"Iraq","3.0","D","D","-"
"Korea","7.0","-","7.0","-"
"Laos","3.0","D","D","-"
"Mexico","8.0","D","D","-"
"Netherlands","3.0","-","3.0","-"
"Nigeria","3.0","D","D","-"
"Pakistan","5.0","D","D","-"
"Philippines","12.0","4.0","8.0","-"
"Russia","3.0","-","3.0","-"
"South Africa","3.0","D","D","-"
"Sudan","5.0","D","D","-"
"Taiwan","5.0","D","D","-"
"United Kingdom","3.0","D","D","-"
"Vietnam","7.0","3.0","4.0","-"
"Other","50.0","16.0","34.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
