"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Bremerton-Silverdale, WA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","187.0","71.0","116.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","15.0","11.0","4.0","-"
"25 to 34 years","46.0","19.0","27.0","-"
"35 to 44 years","49.0","17.0","32.0","-"
"45 to 54 years","40.0","14.0","26.0","-"
"55 to 64 years","23.0","D","D","-"
"65 years and over","14.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","34.0","D","D","-"
"Married","142.0","49.0","93.0","-"
"Other","11.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","11.0","D","D","-"
"Service occupations","15.0","D","D","-"
"Sales and office occupations","8.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","-","-"
"Military","14.0","D","D","-"
"No occupation/not working outside home","16.0","5.0","11.0","-"
"Homemakers","D","-","D","-"
"Students or children","11.0","D","D","-"
"Retirees","-","-","-","-"
"Unemployed","D","D","-","-"
"Unknown","119.0","45.0","74.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","3.0","-","3.0","-"
"Brazil","D","-","D","-"
"Canada","10.0","D","D","-"
"China","D","-","D","-"
"Colombia","D","-","D","-"
"Cuba","D","D","-","-"
"Haiti","D","D","-","-"
"Iraq","3.0","D","D","-"
"Japan","4.0","D","D","-"
"Korea","16.0","11.0","5.0","-"
"Mexico","14.0","5.0","9.0","-"
"New Zealand","D","D","-","-"
"Nigeria","3.0","3.0","-","-"
"Philippines","73.0","24.0","49.0","-"
"Poland","3.0","D","D","-"
"Russia","D","-","D","-"
"Taiwan","D","-","D","-"
"Thailand","3.0","-","3.0","-"
"United Kingdom","10.0","5.0","5.0","-"
"Vietnam","4.0","4.0","-","-"
"Other","25.0","8.0","17.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
