"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Cleveland-Elyria-Mentor, OH","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","2599.0","1182.0","1417.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","301.0","153.0","148.0","-"
"25 to 34 years","595.0","261.0","334.0","-"
"35 to 44 years","732.0","349.0","383.0","-"
"45 to 54 years","469.0","208.0","261.0","-"
"55 to 64 years","275.0","124.0","151.0","-"
"65 years and over","227.0","87.0","140.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","505.0","285.0","220.0","-"
"Married","1812.0","815.0","997.0","-"
"Other","282.0","82.0","200.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","279.0","157.0","122.0","-"
"Service occupations","127.0","48.0","79.0","-"
"Sales and office occupations","96.0","36.0","60.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","30.0","30.0","-","-"
"Production, transportation, and material moving occupations","195.0","136.0","59.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","282.0","109.0","173.0","-"
"Homemakers","28.0","D","D","-"
"Students or children","225.0","93.0","132.0","-"
"Retirees","21.0","11.0","10.0","-"
"Unemployed","8.0","D","D","-"
"Unknown","1587.0","663.0","924.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Albania","100.0","43.0","57.0","-"
"Bosnia and Herzegovina","152.0","75.0","77.0","-"
"Canada","45.0","21.0","24.0","-"
"China","130.0","57.0","73.0","-"
"Croatia","36.0","14.0","22.0","-"
"Egypt","38.0","20.0","18.0","-"
"India","307.0","142.0","165.0","-"
"Iran","28.0","12.0","16.0","-"
"Jamaica","35.0","14.0","21.0","-"
"Jordan","28.0","13.0","15.0","-"
"Lebanon","51.0","28.0","23.0","-"
"Mexico","63.0","24.0","39.0","-"
"Philippines","72.0","27.0","45.0","-"
"Poland","68.0","29.0","39.0","-"
"Romania","174.0","80.0","94.0","-"
"Russia","76.0","31.0","45.0","-"
"Serbia and Montenegro","70.0","33.0","37.0","-"
"Ukraine","273.0","115.0","158.0","-"
"United Kingdom","45.0","25.0","20.0","-"
"Vietnam","58.0","24.0","34.0","-"
"Other","747.0","353.0","394.0","-"
"Unknown","3.0","2.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
