"Persons Naturalized During Fiscal Year 2007","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Appleton, WI","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","176.0","90.0","86.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","28.0","12.0","16.0","-"
"25 to 34 years","45.0","23.0","22.0","-"
"35 to 44 years","49.0","25.0","24.0","-"
"45 to 54 years","28.0","16.0","12.0","-"
"55 to 64 years","14.0","8.0","6.0","-"
"65 years and over","12.0","6.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","25.0","15.0","10.0","-"
"Married","133.0","70.0","63.0","-"
"Other","18.0","5.0","13.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","13.0","8.0","5.0","-"
"Service occupations","10.0","D","D","-"
"Sales and office occupations","7.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","27.0","19.0","8.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","15.0","8.0","7.0","-"
"Homemakers","D","D","D","-"
"Students or children","11.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","-","-","-","-"
"Unknown","104.0","48.0","56.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Algeria","D","D","D","-"
"Austria","D","-","D","-"
"Bosnia and Herzegovina","5.0","D","D","-"
"Brazil","7.0","D","D","-"
"Bulgaria","D","D","-","-"
"Canada","18.0","11.0","7.0","-"
"Chile","D","D","-","-"
"China","3.0","D","D","-"
"Colombia","D","-","D","-"
"Egypt","D","D","D","-"
"India","3.0","D","D","-"
"Laos","28.0","16.0","12.0","-"
"Mexico","44.0","25.0","19.0","-"
"Netherlands","6.0","3.0","3.0","-"
"Philippines","5.0","D","D","-"
"Poland","D","-","D","-"
"Taiwan","D","-","D","-"
"Thailand","22.0","9.0","13.0","-"
"Ukraine","D","-","D","-"
"United Kingdom","D","-","D","-"
"Other","19.0","10.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
