"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Saint Cloud, MN","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","166.0","81.0","85.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","26.0","11.0","15.0","-"
"25 to 34 years","61.0","32.0","29.0","-"
"35 to 44 years","39.0","25.0","14.0","-"
"45 to 54 years","17.0","8.0","9.0","-"
"55 to 64 years","15.0","D","D","-"
"65 years and over","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","43.0","27.0","16.0","-"
"Married","99.0","46.0","53.0","-"
"Other","24.0","8.0","16.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","D","D","3.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","24.0","16.0","8.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","16.0","6.0","10.0","-"
"Homemakers","D","-","D","-"
"Students or children","8.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","D","-"
"Unknown","110.0","50.0","60.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","-","D","-"
"Bosnia and Herzegovina","D","D","-","-"
"Cambodia","3.0","D","D","-"
"Canada","D","-","D","-"
"China","3.0","D","D","-"
"El Salvador","3.0","-","3.0","-"
"Ethiopia","4.0","-","4.0","-"
"Ghana","D","D","-","-"
"Guinea","D","D","-","-"
"Haiti","D","D","-","-"
"India","D","-","D","-"
"Iran","D","-","D","-"
"Laos","3.0","D","D","-"
"Mexico","8.0","3.0","5.0","-"
"Nigeria","3.0","D","D","-"
"Peru","D","-","D","-"
"Philippines","D","-","D","-"
"Somalia","74.0","45.0","29.0","-"
"Sudan","5.0","5.0","-","-"
"Vietnam","41.0","14.0","27.0","-"
"Other","6.0","4.0","2.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
