"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Shreveport-Bossier City, LA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","88.0","40.0","48.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","10.0","D","D","-"
"25 to 34 years","21.0","10.0","11.0","-"
"35 to 44 years","26.0","8.0","18.0","-"
"45 to 54 years","17.0","9.0","8.0","-"
"55 to 64 years","11.0","6.0","5.0","-"
"65 years and over","3.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","20.0","D","D","-"
"Married","61.0","26.0","35.0","-"
"Other","7.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","9.0","6.0","3.0","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","4.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","14.0","3.0","11.0","-"
"Homemakers","D","-","D","-"
"Students or children","7.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","-","-"
"Unknown","56.0","26.0","30.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Algeria","D","-","D","-"
"Barbados","D","D","-","-"
"Bosnia and Herzegovina","D","D","D","-"
"China","3.0","D","D","-"
"Dominican Republic","3.0","-","3.0","-"
"Hong Kong","D","D","D","-"
"India","6.0","D","D","-"
"Jordan","D","-","D","-"
"Korea","3.0","D","D","-"
"Laos","6.0","3.0","3.0","-"
"Mexico","7.0","D","D","-"
"Pakistan","6.0","D","D","-"
"Panama","D","D","-","-"
"Philippines","5.0","D","D","-"
"Russia","3.0","-","3.0","-"
"Serbia and Montenegro","D","-","D","-"
"Thailand","6.0","D","D","-"
"United Kingdom","4.0","D","D","-"
"Venezuela","D","D","-","-"
"Vietnam","9.0","3.0","6.0","-"
"Other","13.0","7.0","6.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
