"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Palm Coast, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","271.0","87.0","184.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","26.0","12.0","14.0","-"
"25 to 34 years","42.0","14.0","28.0","-"
"35 to 44 years","68.0","14.0","54.0","-"
"45 to 54 years","75.0","26.0","49.0","-"
"55 to 64 years","39.0","16.0","23.0","-"
"65 years and over","21.0","5.0","16.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","45.0","21.0","24.0","-"
"Married","189.0","57.0","132.0","-"
"Other","37.0","9.0","28.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","21.0","9.0","12.0","-"
"Service occupations","12.0","D","D","-"
"Sales and office occupations","12.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","10.0","D","D","-"
"Military","D","-","D","-"
"No occupation/not working outside home","30.0","7.0","23.0","-"
"Homemakers","10.0","D","D","-"
"Students or children","10.0","D","D","-"
"Retirees","D","3.0","D","-"
"Unemployed","D","-","D","-"
"Unknown","182.0","57.0","125.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Belarus","12.0","6.0","6.0","-"
"Brazil","9.0","D","D","-"
"Canada","4.0","D","D","-"
"Colombia","15.0","3.0","12.0","-"
"El Salvador","3.0","-","3.0","-"
"Estonia","4.0","4.0","-","-"
"Germany","8.0","-","8.0","-"
"Guyana","3.0","D","D","-"
"Haiti","7.0","D","D","-"
"Jamaica","15.0","3.0","12.0","-"
"Kazakhstan","5.0","D","D","-"
"Moldova","5.0","D","D","-"
"Peru","5.0","D","D","-"
"Philippines","19.0","6.0","13.0","-"
"Poland","13.0","6.0","7.0","-"
"Portugal","12.0","6.0","6.0","-"
"Russia","31.0","12.0","19.0","-"
"Trinidad and Tobago","5.0","D","D","-"
"Ukraine","26.0","10.0","16.0","-"
"United Kingdom","10.0","D","D","-"
"Other","59.0","21.0","38.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
