"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Wichita, KS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","810.0","368.0","442.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","90.0","39.0","51.0","-"
"25 to 34 years","223.0","102.0","121.0","-"
"35 to 44 years","226.0","111.0","115.0","-"
"45 to 54 years","109.0","45.0","64.0","-"
"55 to 64 years","102.0","47.0","55.0","-"
"65 years and over","60.0","24.0","36.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","142.0","81.0","61.0","-"
"Married","579.0","254.0","325.0","-"
"Other","89.0","33.0","56.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","145.0","82.0","63.0","-"
"Service occupations","71.0","20.0","51.0","-"
"Sales and office occupations","57.0","24.0","33.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","26.0","26.0","-","-"
"Production, transportation, and material moving occupations","177.0","103.0","74.0","-"
"Military","16.0","12.0","4.0","-"
"No occupation/not working outside home","212.0","52.0","160.0","-"
"Homemakers","91.0","-","91.0","-"
"Students or children","58.0","22.0","36.0","-"
"Retirees","52.0","23.0","29.0","-"
"Unemployed","11.0","7.0","4.0","-"
"Unknown","106.0","49.0","57.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","13.0","D","D","-"
"Cambodia","16.0","7.0","9.0","-"
"Canada","15.0","10.0","5.0","-"
"China","14.0","6.0","8.0","-"
"Colombia","8.0","D","D","-"
"El Salvador","13.0","5.0","8.0","-"
"India","26.0","13.0","13.0","-"
"Iran","9.0","D","D","-"
"Jordan","8.0","3.0","5.0","-"
"Kenya","8.0","D","D","-"
"Korea","10.0","5.0","5.0","-"
"Laos","27.0","11.0","16.0","-"
"Lebanon","12.0","6.0","6.0","-"
"Mexico","142.0","74.0","68.0","-"
"Nigeria","7.0","D","D","-"
"Pakistan","11.0","7.0","4.0","-"
"Peru","9.0","6.0","3.0","-"
"Philippines","26.0","7.0","19.0","-"
"United Kingdom","23.0","11.0","12.0","-"
"Vietnam","251.0","97.0","154.0","-"
"Other","157.0","78.0","79.0","-"
"Unknown","5.0","1.0","4.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
