"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Cape Coral-Fort Myers, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1039.0","457.0","582.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","82.0","26.0","56.0","-"
"25 to 34 years","303.0","120.0","183.0","-"
"35 to 44 years","308.0","142.0","166.0","-"
"45 to 54 years","183.0","92.0","91.0","-"
"55 to 64 years","95.0","40.0","55.0","-"
"65 years and over","68.0","37.0","31.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","171.0","87.0","84.0","-"
"Married","751.0","330.0","421.0","-"
"Other","117.0","40.0","77.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","79.0","32.0","47.0","-"
"Service occupations","37.0","9.0","28.0","-"
"Sales and office occupations","50.0","13.0","37.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","12.0","12.0","-","-"
"Production, transportation, and material moving occupations","27.0","20.0","7.0","-"
"Military","4.0","4.0","-","-"
"No occupation/not working outside home","96.0","26.0","70.0","-"
"Homemakers","25.0","-","25.0","-"
"Students or children","40.0","D","D","-"
"Retirees","21.0","13.0","8.0","-"
"Unemployed","10.0","D","D","-"
"Unknown","734.0","341.0","393.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","14.0","7.0","7.0","-"
"Brazil","24.0","6.0","18.0","-"
"Canada","34.0","15.0","19.0","-"
"Colombia","79.0","23.0","56.0","-"
"Cuba","161.0","83.0","78.0","-"
"Dominican Republic","25.0","9.0","16.0","-"
"Germany","37.0","15.0","22.0","-"
"Guatemala","13.0","7.0","6.0","-"
"Guyana","13.0","4.0","9.0","-"
"Haiti","123.0","65.0","58.0","-"
"Honduras","19.0","8.0","11.0","-"
"India","17.0","7.0","10.0","-"
"Jamaica","35.0","16.0","19.0","-"
"Mexico","73.0","37.0","36.0","-"
"Nicaragua","26.0","11.0","15.0","-"
"Peru","18.0","7.0","11.0","-"
"Philippines","23.0","7.0","16.0","-"
"Serbia and Montenegro","16.0","6.0","10.0","-"
"United Kingdom","21.0","12.0","9.0","-"
"Vietnam","24.0","10.0","14.0","-"
"Other","243.0","101.0","142.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
