"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Bellingham, WA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","330.0","131.0","199.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","33.0","14.0","19.0","-"
"25 to 34 years","76.0","34.0","42.0","-"
"35 to 44 years","73.0","23.0","50.0","-"
"45 to 54 years","63.0","23.0","40.0","-"
"55 to 64 years","43.0","20.0","23.0","-"
"65 years and over","42.0","17.0","25.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","48.0","23.0","25.0","-"
"Married","249.0","96.0","153.0","-"
"Other","33.0","12.0","21.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","36.0","17.0","19.0","-"
"Service occupations","13.0","4.0","9.0","-"
"Sales and office occupations","17.0","6.0","11.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","14.0","8.0","6.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","55.0","17.0","38.0","-"
"Homemakers","20.0","D","D","-"
"Students or children","25.0","12.0","13.0","-"
"Retirees","D","D","D","-"
"Unemployed","D","D","-","-"
"Unknown","190.0","74.0","116.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Australia","3.0","D","D","-"
"Bosnia and Herzegovina","3.0","D","D","-"
"Canada","80.0","31.0","49.0","-"
"China","7.0","D","D","-"
"El Salvador","5.0","-","5.0","-"
"Germany","4.0","D","D","-"
"Hong Kong","3.0","D","D","-"
"India","32.0","14.0","18.0","-"
"Iran","10.0","3.0","7.0","-"
"Kazakhstan","5.0","D","D","-"
"Korea","3.0","D","D","-"
"Mexico","19.0","10.0","9.0","-"
"Philippines","20.0","6.0","14.0","-"
"Russia","30.0","11.0","19.0","-"
"South Africa","7.0","D","D","-"
"Soviet Union (former)","5.0","D","D","-"
"Taiwan","6.0","D","D","-"
"Ukraine","18.0","9.0","9.0","-"
"United Kingdom","5.0","D","D","-"
"Vietnam","14.0","D","D","-"
"Other","51.0","26.0","25.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
