"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Greeley, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","221.0","106.0","115.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","32.0","11.0","21.0","-"
"25 to 34 years","69.0","30.0","39.0","-"
"35 to 44 years","52.0","23.0","29.0","-"
"45 to 54 years","26.0","13.0","13.0","-"
"55 to 64 years","26.0","17.0","9.0","-"
"65 years and over","16.0","12.0","4.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","28.0","13.0","15.0","-"
"Married","184.0","89.0","95.0","-"
"Other","9.0","4.0","5.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","11.0","4.0","7.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","12.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","19.0","13.0","6.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","26.0","9.0","17.0","-"
"Homemakers","9.0","-","9.0","-"
"Students or children","10.0","D","D","-"
"Retirees","3.0","3.0","-","-"
"Unemployed","4.0","D","D","-"
"Unknown","141.0","70.0","71.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","D","D","-"
"Bosnia and Herzegovina","D","-","D","-"
"Brazil","D","-","D","-"
"Burma","D","D","-","-"
"Canada","3.0","D","D","-"
"China","6.0","3.0","3.0","-"
"El Salvador","4.0","D","D","-"
"Germany","D","-","D","-"
"Greece","D","D","D","-"
"Laos","5.0","D","D","-"
"Lithuania","D","D","D","-"
"Mexico","148.0","80.0","68.0","-"
"Peru","6.0","D","D","-"
"Philippines","D","-","D","-"
"Poland","D","D","D","-"
"Spain","3.0","D","D","-"
"Sweden","D","-","D","-"
"United Kingdom","D","-","D","-"
"Venezuela","D","-","D","-"
"Vietnam","7.0","3.0","4.0","-"
"Other","18.0","6.0","12.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
