"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Statesville-Mooresville, NC","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","125.0","54.0","71.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","18.0","3.0","15.0","-"
"25 to 34 years","35.0","20.0","15.0","-"
"35 to 44 years","36.0","15.0","21.0","-"
"45 to 54 years","22.0","10.0","12.0","-"
"55 to 64 years","10.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","32.0","D","D","-"
"Married","85.0","37.0","48.0","-"
"Other","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","30.0","18.0","12.0","-"
"Service occupations","3.0","D","D","-"
"Sales and office occupations","4.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","23.0","14.0","9.0","-"
"Military","D","D","-","-"
"No occupation/not working outside home","20.0","6.0","14.0","-"
"Homemakers","D","-","D","-"
"Students or children","12.0","D","D","-"
"Retirees","4.0","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","41.0","11.0","30.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","D","D","D","-"
"Canada","5.0","D","D","-"
"China","5.0","D","D","-"
"Colombia","18.0","4.0","14.0","-"
"Ecuador","4.0","D","D","-"
"El Salvador","3.0","3.0","-","-"
"Guyana","3.0","D","D","-"
"Haiti","3.0","3.0","-","-"
"India","13.0","6.0","7.0","-"
"Japan","D","D","D","-"
"Laos","10.0","6.0","4.0","-"
"Lebanon","D","D","D","-"
"Mexico","12.0","6.0","6.0","-"
"Nigeria","D","D","D","-"
"Philippines","D","D","D","-"
"Romania","5.0","D","D","-"
"Russia","3.0","-","3.0","-"
"Thailand","5.0","D","D","-"
"United Kingdom","D","D","D","-"
"Vietnam","5.0","D","D","-"
"Other","19.0","10.0","9.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
