"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Rochester, NY","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1257.0","587.0","670.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","134.0","56.0","78.0","-"
"25 to 34 years","326.0","156.0","170.0","-"
"35 to 44 years","374.0","176.0","198.0","-"
"45 to 54 years","221.0","103.0","118.0","-"
"55 to 64 years","113.0","58.0","55.0","-"
"65 years and over","89.0","38.0","51.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","300.0","166.0","134.0","-"
"Married","834.0","381.0","453.0","-"
"Other","123.0","40.0","83.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","245.0","135.0","110.0","-"
"Service occupations","106.0","54.0","52.0","-"
"Sales and office occupations","102.0","35.0","67.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","D","-"
"Production, transportation, and material moving occupations","138.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","258.0","83.0","175.0","-"
"Homemakers","31.0","-","31.0","-"
"Students or children","140.0","53.0","87.0","-"
"Retirees","35.0","13.0","22.0","-"
"Unemployed","52.0","17.0","35.0","-"
"Unknown","392.0","178.0","214.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Afghanistan","18.0","D","D","-"
"Bosnia and Herzegovina","74.0","41.0","33.0","-"
"Canada","49.0","18.0","31.0","-"
"China","86.0","41.0","45.0","-"
"Cuba","31.0","17.0","14.0","-"
"Dominican Republic","25.0","14.0","11.0","-"
"Ethiopia","19.0","7.0","12.0","-"
"Germany","19.0","5.0","14.0","-"
"India","76.0","41.0","35.0","-"
"Jamaica","53.0","23.0","30.0","-"
"Laos","20.0","10.0","10.0","-"
"Pakistan","41.0","22.0","19.0","-"
"Philippines","20.0","D","D","-"
"Russia","20.0","8.0","12.0","-"
"Somalia","26.0","11.0","15.0","-"
"Taiwan","20.0","9.0","11.0","-"
"Turkey","39.0","22.0","17.0","-"
"Ukraine","89.0","40.0","49.0","-"
"United Kingdom","34.0","16.0","18.0","-"
"Vietnam","64.0","27.0","37.0","-"
"Other","434.0","210.0","224.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
