"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Pittsburgh, PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1240.0","579.0","661.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","102.0","48.0","54.0","-"
"25 to 34 years","303.0","129.0","174.0","-"
"35 to 44 years","453.0","222.0","231.0","-"
"45 to 54 years","201.0","98.0","103.0","-"
"55 to 64 years","99.0","47.0","52.0","-"
"65 years and over","82.0","35.0","47.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","220.0","128.0","92.0","-"
"Married","914.0","420.0","494.0","-"
"Other","106.0","31.0","75.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","111.0","66.0","45.0","-"
"Service occupations","-","-","-","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","5.0","D","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","108.0","45.0","63.0","-"
"Homemakers","7.0","D","D","-"
"Students or children","93.0","40.0","53.0","-"
"Retirees","D","D","D","-"
"Unemployed","D","D","-","-"
"Unknown","1005.0","457.0","548.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","59.0","33.0","26.0","-"
"Canada","59.0","24.0","35.0","-"
"China","90.0","41.0","49.0","-"
"Germany","21.0","11.0","10.0","-"
"India","258.0","141.0","117.0","-"
"Iran","22.0","8.0","14.0","-"
"Italy","22.0","10.0","12.0","-"
"Mexico","14.0","7.0","7.0","-"
"Nigeria","18.0","9.0","9.0","-"
"Pakistan","31.0","15.0","16.0","-"
"Philippines","26.0","6.0","20.0","-"
"Poland","12.0","6.0","6.0","-"
"Romania","28.0","11.0","17.0","-"
"Russia","37.0","16.0","21.0","-"
"Serbia and Montenegro","25.0","14.0","11.0","-"
"Taiwan","26.0","12.0","14.0","-"
"Turkey","21.0","10.0","11.0","-"
"Ukraine","37.0","12.0","25.0","-"
"United Kingdom","38.0","20.0","18.0","-"
"Vietnam","56.0","23.0","33.0","-"
"Other","338.0","149.0","189.0","-"
"Unknown","2.0","1.0","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
