"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Fort Collins-Loveland, CO","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","167.0","78.0","89.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","13.0","D","D","-"
"25 to 34 years","33.0","15.0","18.0","-"
"35 to 44 years","69.0","26.0","43.0","-"
"45 to 54 years","30.0","17.0","13.0","-"
"55 to 64 years","14.0","D","D","-"
"65 years and over","8.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","23.0","12.0","11.0","-"
"Married","132.0","61.0","71.0","-"
"Other","12.0","5.0","7.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","33.0","24.0","9.0","-"
"Service occupations","6.0","3.0","3.0","-"
"Sales and office occupations","4.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","-","-","-","-"
"No occupation/not working outside home","23.0","8.0","15.0","-"
"Homemakers","D","-","D","-"
"Students or children","15.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","-","-"
"Unknown","97.0","38.0","59.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","D","D","-"
"Bangladesh","3.0","D","D","-"
"Canada","11.0","6.0","5.0","-"
"China","10.0","3.0","7.0","-"
"Ecuador","4.0","D","D","-"
"Ethiopia","D","D","-","-"
"Germany","4.0","D","D","-"
"India","18.0","6.0","12.0","-"
"Israel","3.0","D","D","-"
"Korea","4.0","D","D","-"
"Mexico","23.0","15.0","8.0","-"
"Peru","6.0","D","D","-"
"Philippines","7.0","3.0","4.0","-"
"Poland","3.0","D","D","-"
"Romania","3.0","D","D","-"
"Serbia and Montenegro","3.0","D","D","-"
"Spain","3.0","D","D","-"
"Sri Lanka","3.0","D","D","-"
"United Kingdom","10.0","7.0","3.0","-"
"Vietnam","8.0","D","D","-"
"Other","36.0","12.0","24.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
