"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Sioux Falls, SD","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","259.0","145.0","114.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","25.0","18.0","7.0","-"
"25 to 34 years","103.0","59.0","44.0","-"
"35 to 44 years","72.0","39.0","33.0","-"
"45 to 54 years","29.0","18.0","11.0","-"
"55 to 64 years","17.0","8.0","9.0","-"
"65 years and over","13.0","3.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","68.0","52.0","16.0","-"
"Married","155.0","83.0","72.0","-"
"Other","36.0","10.0","26.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","5.0","D","D","-"
"Service occupations","12.0","D","D","-"
"Sales and office occupations","D","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","17.0","12.0","5.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","20.0","12.0","8.0","-"
"Homemakers","-","-","-","-"
"Students or children","14.0","D","D","-"
"Retirees","D","-","D","-"
"Unemployed","D","D","D","-"
"Unknown","200.0","115.0","85.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","50.0","27.0","23.0","-"
"China","5.0","D","D","-"
"Croatia","6.0","D","D","-"
"El Salvador","8.0","5.0","3.0","-"
"Eritrea","3.0","D","D","-"
"Ethiopia","40.0","21.0","19.0","-"
"Gambia, The","3.0","3.0","-","-"
"Guatemala","4.0","D","D","-"
"Honduras","3.0","D","D","-"
"Iraq","3.0","D","D","-"
"Laos","3.0","3.0","-","-"
"Mexico","14.0","8.0","6.0","-"
"Nicaragua","4.0","D","D","-"
"Romania","3.0","D","D","-"
"Russia","3.0","-","3.0","-"
"Serbia and Montenegro","12.0","7.0","5.0","-"
"Somalia","5.0","D","D","-"
"Sudan","57.0","42.0","15.0","-"
"Ukraine","9.0","D","D","-"
"Vietnam","6.0","D","D","-"
"Other","18.0","8.0","10.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
