"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Rockford, IL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","663.0","288.0","375.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","78.0","32.0","46.0","-"
"25 to 34 years","195.0","75.0","120.0","-"
"35 to 44 years","191.0","85.0","106.0","-"
"45 to 54 years","79.0","40.0","39.0","-"
"55 to 64 years","61.0","34.0","27.0","-"
"65 years and over","59.0","22.0","37.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","145.0","67.0","78.0","-"
"Married","455.0","204.0","251.0","-"
"Other","63.0","17.0","46.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","65.0","32.0","33.0","-"
"Service occupations","27.0","9.0","18.0","-"
"Sales and office occupations","21.0","D","D","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","12.0","12.0","-","-"
"Production, transportation, and material moving occupations","75.0","49.0","26.0","-"
"Military","D","D","D","-"
"No occupation/not working outside home","53.0","20.0","33.0","-"
"Homemakers","11.0","-","11.0","-"
"Students or children","32.0","13.0","19.0","-"
"Retirees","7.0","D","D","-"
"Unemployed","3.0","D","D","-"
"Unknown","405.0","157.0","248.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","117.0","56.0","61.0","-"
"Canada","7.0","D","D","-"
"China","8.0","D","D","-"
"Colombia","7.0","4.0","3.0","-"
"Croatia","14.0","6.0","8.0","-"
"Cuba","5.0","D","D","-"
"Dominican Republic","6.0","D","D","-"
"Germany","5.0","D","D","-"
"India","22.0","13.0","9.0","-"
"Jamaica","5.0","-","5.0","-"
"Korea","9.0","D","D","-"
"Laos","53.0","25.0","28.0","-"
"Lithuania","5.0","D","D","-"
"Mexico","179.0","75.0","104.0","-"
"Philippines","56.0","24.0","32.0","-"
"Poland","19.0","8.0","11.0","-"
"Serbia and Montenegro","23.0","11.0","12.0","-"
"Thailand","10.0","4.0","6.0","-"
"Ukraine","5.0","D","D","-"
"Vietnam","25.0","8.0","17.0","-"
"Other","82.0","35.0","47.0","-"
"Unknown","1.0","-","1.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
