"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Salt Lake City, UT","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1835.0","813.0","1022.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","213.0","81.0","132.0","-"
"25 to 34 years","573.0","245.0","328.0","-"
"35 to 44 years","484.0","225.0","259.0","-"
"45 to 54 years","274.0","121.0","153.0","-"
"55 to 64 years","162.0","82.0","80.0","-"
"65 years and over","129.0","59.0","70.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","386.0","207.0","179.0","-"
"Married","1259.0","551.0","708.0","-"
"Other","190.0","55.0","135.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","119.0","62.0","57.0","-"
"Service occupations","72.0","28.0","44.0","-"
"Sales and office occupations","60.0","15.0","45.0","-"
"Farming, fishing, and forestry occupations","D","D","-","-"
"Construction, extraction, maintenance and repair occupations","14.0","14.0","-","-"
"Production, transportation, and material moving occupations","136.0","D","D","-"
"Military","D","D","D","-"
"No occupation/not working outside home","168.0","58.0","110.0","-"
"Homemakers","20.0","-","20.0","-"
"Students or children","129.0","52.0","77.0","-"
"Retirees","10.0","D","D","-"
"Unemployed","9.0","D","D","-"
"Unknown","1257.0","530.0","727.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","245.0","113.0","132.0","-"
"Brazil","29.0","8.0","21.0","-"
"Cambodia","41.0","15.0","26.0","-"
"Canada","33.0","20.0","13.0","-"
"China","61.0","20.0","41.0","-"
"Croatia","25.0","9.0","16.0","-"
"El Salvador","29.0","16.0","13.0","-"
"Iran","34.0","13.0","21.0","-"
"Korea","25.0","6.0","19.0","-"
"Laos","42.0","18.0","24.0","-"
"Mexico","313.0","150.0","163.0","-"
"Peru","50.0","20.0","30.0","-"
"Philippines","40.0","14.0","26.0","-"
"Russia","34.0","14.0","20.0","-"
"Serbia and Montenegro","39.0","21.0","18.0","-"
"Somalia","24.0","9.0","15.0","-"
"Sudan","69.0","52.0","17.0","-"
"Taiwan","29.0","6.0","23.0","-"
"United Kingdom","26.0","11.0","15.0","-"
"Vietnam","101.0","42.0","59.0","-"
"Other","544.0","234.0","310.0","-"
"Unknown","2.0","2.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
