"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Youngstown-Warren-Boardman, OH-PA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","142.0","59.0","83.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","9.0","3.0","6.0","-"
"25 to 34 years","34.0","12.0","22.0","-"
"35 to 44 years","34.0","11.0","23.0","-"
"45 to 54 years","30.0","14.0","16.0","-"
"55 to 64 years","23.0","13.0","10.0","-"
"65 years and over","12.0","6.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","21.0","9.0","12.0","-"
"Married","112.0","47.0","65.0","-"
"Other","9.0","3.0","6.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","12.0","7.0","5.0","-"
"Service occupations","6.0","D","D","-"
"Sales and office occupations","7.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","-","-","-","-"
"Production, transportation, and material moving occupations","7.0","3.0","4.0","-"
"Military","-","-","-","-"
"No occupation/not working outside home","15.0","3.0","12.0","-"
"Homemakers","D","-","D","-"
"Students or children","12.0","D","D","-"
"Retirees","D","D","-","-"
"Unemployed","-","-","-","-"
"Unknown","95.0","43.0","52.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Belarus","D","D","D","-"
"Bosnia and Herzegovina","D","D","D","-"
"China","7.0","4.0","3.0","-"
"Colombia","D","-","D","-"
"Croatia","D","D","D","-"
"Czechoslovakia (former)","D","D","D","-"
"France","D","D","D","-"
"Germany","D","D","D","-"
"India","24.0","12.0","12.0","-"
"Iran","5.0","D","D","-"
"Jordan","6.0","D","D","-"
"Lebanon","6.0","3.0","3.0","-"
"Mexico","5.0","-","5.0","-"
"Pakistan","6.0","3.0","3.0","-"
"Philippines","6.0","-","6.0","-"
"Poland","6.0","D","D","-"
"Romania","5.0","D","D","-"
"Russia","6.0","D","D","-"
"Serbia and Montenegro","4.0","D","D","-"
"Vietnam","6.0","D","D","-"
"Other","36.0","16.0","20.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
