"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Kansas City, MO-KS","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1770.0","777.0","993.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","180.0","70.0","110.0","-"
"25 to 34 years","558.0","243.0","315.0","-"
"35 to 44 years","586.0","250.0","336.0","-"
"45 to 54 years","234.0","108.0","126.0","-"
"55 to 64 years","126.0","60.0","66.0","-"
"65 years and over","86.0","46.0","40.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","348.0","174.0","174.0","-"
"Married","1244.0","540.0","704.0","-"
"Other","178.0","63.0","115.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","226.0","120.0","106.0","-"
"Service occupations","100.0","34.0","66.0","-"
"Sales and office occupations","89.0","25.0","64.0","-"
"Farming, fishing, and forestry occupations","D","-","D","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","126.0","84.0","42.0","-"
"Military","14.0","D","D","-"
"No occupation/not working outside home","214.0","68.0","146.0","-"
"Homemakers","53.0","-","53.0","-"
"Students or children","126.0","51.0","75.0","-"
"Retirees","14.0","9.0","5.0","-"
"Unemployed","21.0","8.0","13.0","-"
"Unknown","988.0","425.0","563.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bosnia and Herzegovina","29.0","11.0","18.0","-"
"China","60.0","25.0","35.0","-"
"El Salvador","21.0","11.0","10.0","-"
"Ethiopia","50.0","21.0","29.0","-"
"Haiti","21.0","8.0","13.0","-"
"India","162.0","76.0","86.0","-"
"Iran","28.0","16.0","12.0","-"
"Iraq","25.0","11.0","14.0","-"
"Korea","26.0","6.0","20.0","-"
"Laos","21.0","11.0","10.0","-"
"Mexico","255.0","115.0","140.0","-"
"Nigeria","46.0","23.0","23.0","-"
"Pakistan","41.0","19.0","22.0","-"
"Philippines","88.0","24.0","64.0","-"
"Russia","25.0","8.0","17.0","-"
"Somalia","57.0","21.0","36.0","-"
"Sudan","62.0","35.0","27.0","-"
"Taiwan","26.0","10.0","16.0","-"
"United Kingdom","23.0","11.0","12.0","-"
"Vietnam","167.0","70.0","97.0","-"
"Other","533.0","244.0","289.0","-"
"Unknown","4.0","1.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
