"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Olympia, WA","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","215.0","67.0","148.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","7.0","9.0","-"
"25 to 34 years","64.0","18.0","46.0","-"
"35 to 44 years","58.0","18.0","40.0","-"
"45 to 54 years","40.0","12.0","28.0","-"
"55 to 64 years","23.0","8.0","15.0","-"
"65 years and over","14.0","4.0","10.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","26.0","16.0","10.0","-"
"Married","171.0","48.0","123.0","-"
"Other","18.0","3.0","15.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","28.0","12.0","16.0","-"
"Service occupations","11.0","D","D","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","-","-","-","-"
"Military","D","3.0","D","-"
"No occupation/not working outside home","31.0","6.0","25.0","-"
"Homemakers","9.0","-","9.0","-"
"Students or children","18.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","D","-","D","-"
"Unknown","134.0","42.0","92.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","D","D","D","-"
"Australia","D","D","D","-"
"Cambodia","10.0","4.0","6.0","-"
"Canada","9.0","D","D","-"
"China","7.0","D","D","-"
"Colombia","D","D","D","-"
"Ecuador","3.0","D","D","-"
"Germany","13.0","D","D","-"
"India","9.0","5.0","4.0","-"
"Jamaica","D","D","D","-"
"Japan","3.0","D","D","-"
"Korea","15.0","D","D","-"
"Mexico","13.0","6.0","7.0","-"
"Philippines","24.0","4.0","20.0","-"
"Romania","5.0","D","D","-"
"Russia","7.0","3.0","4.0","-"
"Thailand","6.0","D","D","-"
"United Kingdom","6.0","3.0","3.0","-"
"Venezuela","3.0","-","3.0","-"
"Vietnam","38.0","13.0","25.0","-"
"Other","36.0","12.0","24.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
