"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Pensacola-Ferry Pass-Brent, FL","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","276.0","125.0","151.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","32.0","19.0","13.0","-"
"25 to 34 years","74.0","40.0","34.0","-"
"35 to 44 years","74.0","29.0","45.0","-"
"45 to 54 years","52.0","17.0","35.0","-"
"55 to 64 years","26.0","11.0","15.0","-"
"65 years and over","18.0","9.0","9.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","60.0","37.0","23.0","-"
"Married","194.0","84.0","110.0","-"
"Other","22.0","4.0","18.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","18.0","5.0","13.0","-"
"Service occupations","8.0","D","D","-"
"Sales and office occupations","11.0","4.0","7.0","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","D","D","-"
"Military","16.0","D","D","-"
"No occupation/not working outside home","33.0","11.0","22.0","-"
"Homemakers","3.0","-","3.0","-"
"Students or children","27.0","11.0","16.0","-"
"Retirees","D","-","D","-"
"Unemployed","D","-","D","-"
"Unknown","184.0","86.0","98.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Brazil","3.0","D","D","-"
"Cambodia","5.0","D","D","-"
"Canada","13.0","4.0","9.0","-"
"China","8.0","D","D","-"
"Colombia","6.0","D","D","-"
"Cuba","4.0","D","D","-"
"Dominican Republic","5.0","D","D","-"
"Ecuador","4.0","D","D","-"
"El Salvador","4.0","D","D","-"
"Germany","9.0","3.0","6.0","-"
"Hungary","3.0","D","D","-"
"India","15.0","7.0","8.0","-"
"Mexico","8.0","5.0","3.0","-"
"Panama","5.0","D","D","-"
"Philippines","55.0","19.0","36.0","-"
"Poland","4.0","D","D","-"
"Russia","6.0","D","D","-"
"Ukraine","4.0","D","D","-"
"United Kingdom","15.0","6.0","9.0","-"
"Vietnam","33.0","18.0","15.0","-"
"Other","67.0","31.0","36.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
