"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: San Juan-Caguas-Guaynabo, PR","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","1254.0","576.0","678.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","109.0","41.0","68.0","-"
"25 to 34 years","288.0","130.0","158.0","-"
"35 to 44 years","280.0","149.0","131.0","-"
"45 to 54 years","195.0","100.0","95.0","-"
"55 to 64 years","261.0","111.0","150.0","-"
"65 years and over","121.0","45.0","76.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","271.0","116.0","155.0","-"
"Married","694.0","347.0","347.0","-"
"Other","289.0","113.0","176.0","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","80.0","48.0","32.0","-"
"Service occupations","5.0","D","D","-"
"Sales and office occupations","5.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","9.0","9.0","-","-"
"Production, transportation, and material moving occupations","3.0","D","D","-"
"Military","6.0","D","D","-"
"No occupation/not working outside home","107.0","48.0","59.0","-"
"Homemakers","12.0","-","12.0","-"
"Students or children","72.0","33.0","39.0","-"
"Retirees","9.0","6.0","3.0","-"
"Unemployed","14.0","9.0","5.0","-"
"Unknown","1039.0","459.0","580.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Argentina","22.0","13.0","9.0","-"
"Bolivia","5.0","D","D","-"
"Chile","9.0","6.0","3.0","-"
"China","30.0","20.0","10.0","-"
"Colombia","64.0","24.0","40.0","-"
"Costa Rica","6.0","D","D","-"
"Cuba","140.0","76.0","64.0","-"
"Dominican Republic","718.0","302.0","416.0","-"
"Ecuador","10.0","D","D","-"
"Guatemala","5.0","D","D","-"
"Italy","5.0","5.0","-","-"
"Jordan","9.0","5.0","4.0","-"
"Mexico","40.0","18.0","22.0","-"
"Nicaragua","6.0","D","D","-"
"Panama","11.0","5.0","6.0","-"
"Peru","26.0","15.0","11.0","-"
"Spain","31.0","16.0","15.0","-"
"Uruguay","7.0","D","D","-"
"Venezuela","36.0","19.0","17.0","-"
"Vietnam","8.0","8.0","-","-"
"Other","65.0","28.0","37.0","-"
"Unknown","1.0","1.0","-","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
