"Persons Naturalized During Fiscal Year 2006","","","",""
"by Core Based Statistical Area (CBSA) of Residence and Selected Characteristics","","","",""
"","","","",""
"CBSA: Waco, TX","","","",""
"","","","",""
"Characteristic","Total","Male","Female","Unknown"
"Total","105.0","44.0","61.0","-"
"","","","",""
"Age","","","",""
"Under 18 years","-","-","-","-"
"18 to 24 years","16.0","8.0","8.0","-"
"25 to 34 years","33.0","10.0","23.0","-"
"35 to 44 years","26.0","10.0","16.0","-"
"45 to 54 years","16.0","D","D","-"
"55 to 64 years","10.0","D","D","-"
"65 years and over","4.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Marital status","","","",""
"Single","22.0","D","D","-"
"Married","78.0","28.0","50.0","-"
"Other","5.0","D","D","-"
"Unknown","-","-","-","-"
"","","","",""
"Occupation","","","",""
"Management, professional, and related occupations","17.0","8.0","9.0","-"
"Service occupations","D","-","D","-"
"Sales and office occupations","6.0","D","D","-"
"Farming, fishing, and forestry occupations","-","-","-","-"
"Construction, extraction, maintenance and repair occupations","D","D","-","-"
"Production, transportation, and material moving occupations","D","3.0","D","-"
"Military","D","D","-","-"
"No occupation/not working outside home","15.0","7.0","8.0","-"
"Homemakers","D","-","D","-"
"Students or children","8.0","D","D","-"
"Retirees","D","D","D","-"
"Unemployed","-","-","-","-"
"Unknown","60.0","21.0","39.0","-"
"","","","",""
"Leading countries of birth","","","",""
"Bangladesh","D","D","D","-"
"Bulgaria","D","-","D","-"
"Cambodia","D","D","-","-"
"Canada","D","-","D","-"
"Chile","D","-","D","-"
"Colombia","D","D","-","-"
"Ecuador","D","D","-","-"
"El Salvador","D","-","D","-"
"Germany","4.0","D","D","-"
"Greece","D","D","-","-"
"India","8.0","3.0","5.0","-"
"Jamaica","D","-","D","-"
"Korea","6.0","D","D","-"
"Mexico","46.0","20.0","26.0","-"
"Nigeria","3.0","D","D","-"
"Pakistan","4.0","D","D","-"
"Panama","D","-","D","-"
"Philippines","5.0","D","D","-"
"Romania","3.0","-","3.0","-"
"Vietnam","6.0","D","D","-"
"Other","5.0","2.0","3.0","-"
"D  Data withheld to limit disclosure.","","","",""
"- Represents zero.","","","",""
"Source: U.S. Department of Homeland Security","","","",""
